Query,Title,ID,Similarity,Release_Date,Developers,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Developer,Score
Anime-inspired ARPGs on Switch,Life on the Earth,39703,0.6605688514742031,TBD,[],,[],['Simulator'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Aveyond 1: Rhen's Quest,37046,0.738817572593689,"Jan 19, 2006",['Aveyond Studios'],"Aveyond is a RPG similar in play style and appearance to 16-bit games. Multitudes of characters to interact with, a plethora of monsters and lots of side-quests litter the landscape of Aveyond. Even though the fighting is turn-based when actually in combat, the player has the ability to avoid prowling enemies before getting into a situation. Your character will level up and can even buy a house to live in, form parties to take on quests as a group. The game was created using RPG Maker XP. The original version of the game ships with Midi music; however, players can replace these with a downloadable high-quality live version.",['Windows PC'],"['Adventure', 'RPG']",3.6,14.0,0.0,3.0,1.0,4.0,1.0,,1
Anime-inspired ARPGs on Switch,Battlestone,30449,0.6605688514742031,TBD,[],Action/adventure game on iOS.,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Evoland,2608,0.7398707866668701,"Apr 04, 2013","['Shiro Games', 'Playdigious']","Evoland is a game and a story. The story of action adventure gaming as seen in many popular JRPGs and action RPGs, starting from the very beginning, when a few pixels were enough to make us dream for hours. You will discover a bit of video game history and very fun gameplay, covering 20 years of adventure gaming history. 

Inspired by a wide variety of the most popular action RPGs and JRPGs, Evoland will take you from monochrome to full 3D graphics and from active time battles to real time boss fights, all with plenty of humor, and many references to legendary titles scattered along the game.","['Windows PC', 'Android', 'Mac', 'Linux', 'iOS']","['Adventure', 'Indie', 'RPG']",2.9,1100.0,10.0,228.0,71.0,103.0,65.0,,2
Anime-inspired ARPGs on Switch,On a Rainy Day,37053,0.718988892571124,TBD,[],,[],['Strategy'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Assault on Port Stanley,36684,0.718988892571124,TBD,[],,[],[],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Rat on a Jet Ski,26265,0.718988892571124,TBD,[],,[],[],,4.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Attack on Quest,37547,0.7347401519130357,TBD,[],A VR Attack on Titan fangame by Mini,[],"['Adventure', 'Fighting']",,0.0,1.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,On Cue,36696,0.785584143805395,TBD,[],,[],['Sport'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Virtual-On Force,36445,0.785584143805395,TBD,[],,[],[],,2.0,0.0,1.0,1.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Space Police on SuperHighway 9,33621,0.9204928426628758,TBD,[],A comedic take on the rising crime sprees on SuperHighway 9.,[],['Racing'],,1.0,0.0,0.0,0.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Banjo-Kazooie: Nuts & Bolts - L.O.G.'s Lost Challenges,22198,0.7402482628822327,"Apr 07, 2009",['Rare'],"Enjoying Banjo-Kazooie: Nuts & Bolts? With L.O.G.’s Lost Challenges you can tackle a whole world’s worth of new Jiggy Games and a grab bag of bonus multiplayer scenarios. Ever wondered how the Test-O-Track would look as a fully fledged Game World stuffed full of characters and challenges? Here’s your chance to live that crazy dream! Test drive new vehicles, win new Jiggies and unlock even more content (two words: Klungo’s Arcade). Wide-ranging new multiplayer game types are also included for the benefit of players who would rather trash-talk real people than moles or aardvarks.",['Xbox 360'],[],,3.0,0.0,0.0,0.0,0.0,1.0,,0
Anime-inspired ARPGs on Switch,Grimms Notes Repage,30017,0.7409362196922302,"Jan 07, 2016","['Genki', '(Archive) Square Enix CO., LTD.']","A Mobile Action RPG published by Square Enix.
The game's title was changed to Grimm's Notes Repage in January 2018 alongside a major update that added a new storyline and characters. Almost all account information was retained after the update, an exception being the old story content was only available at the normal difficulty setting.
The game was launched globally in March 2018 by the Korean publisher Flero Games but that version was shutdown in January 2019.
The Japanese version of the game is being shutdown at the end of April 2020 but the final scenario release will be in mid-march.
Instead of being removed from appstores the game will be updated to remove the online/gameplay features, allowing it to continue as a free app that allows players to read through the game's scenarios and will have a gallery feature to view characters.","['Android', 'iOS']","['Adventure', 'RPG']",,0.0,0.0,1.0,0.0,0.0,0.0,,1
Anime-inspired ARPGs on Switch,Worms Armageddon,2063,0.7412382960319519,"Jan 29, 1999","['Team17', 'Infogrames Europe']","Those intrepid invertebrates return with a vengeance in the much-loved Worms Armageddon. It’s a whole new can of worms! It’s hilarious fun that you can enjoy on your own or with all your friends.
Worms Armageddon was originally developed as an expansion pack to Worms 2 and initially titled Wormageddon before it was released as a standalone game. Worms Armageddon was acclaimed by critics, who praised the refined gameplay and stylized graphics, and it has been featured in a number of ""greatest games of all time"" lists. Worms Armageddon is still updated periodically as of 2020, and was released on the Steam platform in 2013.","['Windows PC', 'PlayStation 4', 'PlayStation 3', 'PlayStation', 'Nintendo 64', 'PlayStation 5', 'Dreamcast', 'PlayStation Portable']","['Platform', 'Shooter', 'Strategy']",3.8,2300.0,17.0,164.0,67.0,218.0,69.0,,0
Anime-inspired ARPGs on Switch,Neverwinter Nights,4384,0.741382360458374,"Jun 18, 2002","['Atari', 'BioWare']","Neverwinter Nights (NWN) is a third-person role-playing video game and is set in the fantasy world of the Forgotten Realms campaign setting, with the game mechanics based on the Dungeons & Dragons 3rd edition rules. The game engine was designed around an internet-based model for running a massively multiplayer online game (MMOG), which would allow end users to host game servers. The intent was to create a potentially infinite massively multiplayer game framework. This game was named after the original Neverwinter Nights online game; the first ever graphical massively multiplayer online role-playing game (MMORPG), which operated from 1991 to 1997 on AOL.","['Windows PC', 'Mac', 'Linux']","['Adventure', 'RPG']",3.7,599.0,7.0,243.0,109.0,126.0,15.0,,0
Anime-inspired ARPGs on Switch,NOel 3: Mission on the Line,26295,0.6605688514742031,TBD,[],,[],[],,0.0,0.0,1.0,1.0,2.0,0.0,,0
Anime-inspired ARPGs on Switch,Howard the Duck: Adventure on Volcano Island,13509,0.5633300729964806,TBD,[],,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Supercharged Robot Vulkaiser,8106,0.28360663089352,"Jun 04, 2015",,70s giant robot anime-inspired side-scrolling shooter.,Windows PC | Linux,Indie,3.2,26.0,1.0,15.0,9.0,10.0,2.0,Nyu Media | ASTRO PORT,0
Anime-inspired ARPGs on Switch,Football on the Magnavox Odyssey,15142,0.6605688514742031,TBD,[],,[],[],,0.0,0.0,0.0,0.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Anime Music Quiz,5150,0.4367974474889522,"Dec 31, 2018",,"Anime Music Quiz is, you guessed it, a quiz game about Anime Music! Inspired by the popular “guess the opening/ending song” quizzes, that are all about matching a set of anime songs to their anime. Anime Music Quiz takes these quizzes one step further! Thanks to the ever expanding community driven song database, an unlimited amount of unique quizzes can be generated. Furthermore you can add your MyAnimeList account to have your quizzes personalised by the anime you’ve watched, while still throwing in new and fresh anime for you to discover!",Web browser,Music | Quiz/Trivia,2.9,1000.0,70.0,22.0,7.0,29.0,98.0,,1
Anime-inspired ARPGs on Switch,70's Robot Anime Geppy-X,20119,0.4149140384111665,"May 27, 1999",,70's Robot Anime Geppy-X is a anime shooter set up like a TV show.,PlayStation,,4.2,15.0,3.0,34.0,30.0,25.0,3.0,,1
Anime-inspired ARPGs on Switch,Tsunami 2265,40296,0.369959366367029,"Aug 01, 2002",,A game inspired by the anime genre mecha.,Windows PC,,,4.0,0.0,2.0,2.0,1.0,0.0,Prograph Research Srl | Got Game Entertainment,1
Anime-inspired ARPGs on Switch,Neko Secret: Homecoming,9877,0.3211291822105226,"Apr 11, 2022",,"When you were traveling around the world, someone told you about an anime factory located in some Neko Town. Now this is your way. Perhaps the anime begins here. Is this your place?",Windows PC | Nintendo Switch,Adventure | Indie | Puzzle | Simulator,,0.0,0.0,1.0,0.0,2.0,0.0,Axyos Games,3
Anime-inspired ARPGs on Switch,Anime Studio Simulator,23151,0.3128085668078199,"Nov 02, 2016",,A visual novel management sim game that follows the story of a group of friends aspiring to produce their own anime series.,Windows PC | Mac | Linux,Indie | Simulator,2.0,5.0,0.0,2.0,0.0,1.0,0.0,Visualnoveler,2
Anime-inspired ARPGs on Switch,Weed,28365,0.3095210255186441,"Jan 28, 2018",,"WEED - an unusual match3 game with beautiful anime graphics and interesting light casual gameplay. Move the lines! Play with match3 with a sexy anime girl. 
Line up and win!",Windows PC,Indie,,3.0,0.0,2.0,0.0,0.0,1.0,,1
Anime-inspired ARPGs on Switch,Ninja Hattori-kun,24857,0.2982505533040935,"Mar 05, 1986",,"A side-scrolling action platformer based on Fujiko Fujio A's manga series of the same name, which later became an anime series. The game was released around the same time the anime was aired.",Family Computer (FAMICOM),Platform,2.6,16.0,1.0,4.0,0.0,3.0,1.0,Hudson Soft,0
Anime-inspired ARPGs on Switch,Eureka Seven Vol.1: The New Wave,25964,0.2895298264061687,"Nov 07, 2006",,"ased off the Eureka Seven anime, this game takes place several years following the show. Developed by BEC, with characters and scenario by the anime staff, you play as a member of the government forces against which the characters in the anime fight. In addition to taking control of the main character directly, you also get to pilot an LFO mech which can be customized with new weapons and parts, and also engage in mind-boggling board riding action.",PlayStation 2,Adventure,3.2,11.0,0.0,10.0,6.0,8.0,2.0,,2
Anime-inspired ARPGs on Switch,Russian Anime,37751,0.3531302784657824,TBD,,What should anime look like in Russia? The only way. Your task is to prove that your style is the best in the area.,,,,0.0,0.0,2.0,0.0,0.0,0.0,,1
Anime-inspired ARPGs on Switch,[HammerA] HammerTime !,8412,0.2844966541964338,"Nov 11, 2016",,[HammerA] HammerTime ! is an short interactive 2d anime game !,Windows PC,,,2.0,0.0,13.0,0.0,6.0,1.0,,0
Anime-inspired ARPGs on Switch,Eyeshield 21: Portable Edition,34918,0.2843635172817781,"Mar 02, 2006",,A PSP game based on the football anime Eyeshield 21. It is based on the manga and anime series Eyeshield 21.,PlayStation Portable,Sport,,0.0,0.0,0.0,1.0,0.0,0.0,Konami,0
Anime-inspired ARPGs on Switch,Animal,10518,0.2602910153807502,"Dec 31, 1997",,Anime Melee,PC DOS,Adventure,,0.0,0.0,5.0,3.0,3.0,0.0,Microtime,0
Anime-inspired ARPGs on Switch,Battle Athletess Daiundoukai,13474,0.2611270466381793,"Dec 13, 1996",,A simulation game for the Sega Saturn and PlayStation. It is part of the Battle Athletes multimedia project by Anime International Company which also includes a manga and anime series.,Sega Saturn | PlayStation,Simulator | Sport,,1.0,0.0,5.0,4.0,2.0,0.0,AIC Spirits | Increment-P,0
Anime-inspired ARPGs on Switch,Loot Box Simulator: RPG Anime Girls,24324,0.2624877116683294,"Oct 13, 2022",,"Live your life like there is no tomorrow. Earn money by finishing crazy jobs from a random selection, just to spend all of it on loot boxes. ""Loot Box Simulator - RPG Anime Girls"" brings pretty anime girls and exciting loot boxes to your console.",Nintendo Switch,Arcade | Card & Board Game | Puzzle | Simulator,,1.0,0.0,0.0,0.0,0.0,1.0,,2
Anime-inspired ARPGs on Switch,Element Hunters,13661,0.2630817261423449,TBD,,A DS game based on the anime series of the same name.,,,,2.0,0.0,2.0,2.0,2.0,0.0,,0
Anime-inspired ARPGs on Switch,Shinkon Gattai Godannar!!,36057,0.2696861538485394,TBD,,3D Fighting game based on the anime TV series.,,Fighting,,3.0,0.0,1.0,8.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Anime Freak FX Vol. 3,15624,0.2736097013320002,TBD,,Anime Freak FX Vol. 3,,Adventure,,2.0,0.0,0.0,0.0,2.0,0.0,,1
Anime-inspired ARPGs on Switch,Zegapain XOR,29405,0.2889295444551857,"Jul 27, 2006",,"Zegapain XOR was released in Japan on July 27, 2006. The game is similar in nature to Zone of the Enders. A mech action game, the player controls Cerebrant Toga Vital and the plot runs parallel to the events of the anime. Zegapain XOR is set on the Oceanus-class ship Dvaraka and commanded by Isola, a recurring character in the anime series. Several characters who appear in the game make brief appearances in the anime series.",Xbox 360,,,2.0,0.0,8.0,12.0,5.0,0.0,Cavia,0
Cozy farming sims with romance options,Cat Quest + Cat Quest II: Pawsome Pack,17662,0.7522569298744202,"Jul 31, 2020","['PQube', 'The Gentlebros Pte. Ltd.']","Cat Quest is an open-world action-RPG set in a fantasy realm of cats. Sequel to the award-winning original, Cat Quest II now lets you play solo or with a friend, as both a cat and dog as you embark on an epic journey! Quest in a world filled with magic, defeat curious monsters, collect stat-boosting loot and go on a catventure like never before! 

Expanding on the original with more explosive spells, new weapon options, and local co-op - Cat Quest II improves on all aspects of the universally-adored indie sensation. Enjoy both games in one tidy package!","['PlayStation 4', 'Nintendo Switch']","['Adventure', 'Indie', 'RPG']",3.4,10.0,1.0,13.0,9.0,9.0,1.0,,0
Cozy farming sims with romance options,Call of Saregnar,37909,0.7519577741622925,TBD,['In The Keep'],"Call of Saregnar is a nod to the era of party-based RPGs from the 90's. Follow an intriguing story with interesting characters in a unique low-fantasy medieval setting. Enjoy a lush handcrafted 3D world that just begs to be explored. The graphics are charmingly old-school with billboard trees and a low-poly 3D world. All the characters are photographs and frame sequences of real actors, that you can interact with, see them in the world, and fight with. The combat system is a turn-based hex grid affair with many tactical options.",['Windows PC'],"['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']",,0.0,0.0,0.0,1.0,0.0,0.0,,2
Cozy farming sims with romance options,Rainbow Moon,14204,0.748518705368042,"Jul 04, 2012","['SideQuest Studios', 'EastAsiaSoft']","Embark on an epic adventure that leads you through a beautiful, isometric, open world with detailed high-definition visuals. Rainbow Moon is a strategy RPG with a strong emphasis on exploration, character development and turn-based battles. Six playable main characters with upgradeable weapons, armor and accessories; about 100 special skills and more than 20 challenging dungeons are awaiting you in a fascinating story that lasts over 40 hours.
Rainbow Moon is a game by gamers, dedicated to gamers.","['PlayStation 4', 'PlayStation 3', 'PlayStation Vita']","['Adventure', 'RPG', 'Strategy']",1.7,51.0,3.0,57.0,8.0,9.0,4.0,,0
Cozy farming sims with romance options,Solitaire Deluxe Bundle: 3 in 1,19897,0.7482794523239136,"Apr 09, 2020",['Baltoro Games'],"All the classic game modes you know and love! Challenge yourself and enjoy countless hours of fun with the most popular solitaire games: Klondike, Freecell and Spider! Change the game's appearance to suit your own taste. Progress through the game to unlock unique card sets and backgrounds. Customize your Solitare to make it unique and exclusive. Stunning animations and gameplay designed for endless entertainment in the palm of your hand.",['Nintendo Switch'],"['Card & Board Game', 'Puzzle', 'Strategy']",,2.0,0.0,0.0,0.0,1.0,0.0,,0
