Query,Title,ID,Similarity,Release_Date,Developers,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Developer,Score
Easiest ways to discover classic console remakes,Capcom Beat 'Em Up Bundle,3856,0.7543020248413086,"Sep 18, 2018",['Capcom'],"""Final Fight, the 1989 classic that introduced the world to Haggar, Cody and Guy, kicked off a surge of imaginitive beat 'em ups that took arcades by storm throughout the 1990s. Final Fight and six additional games are included in Capcom Beat 'Em Up Bundle, each with their own colorful characters, unique gameplay and over-the-top bosses.
But with so many bad guys to face, you're going to need some help! Capcom Beat 'Em Up Bundle supports local and online multiplayer for all seven titles - so reach out to friends for help or meet new brawling buddies online!
All seven games offer both the English and Japanese versions of the game. Choose whichever you like!
Want even more? A detailed gallery contains archival documents for all seven games, including rarities from decades ago and notes from the developers!""","['Windows PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Arcade', 'Brawler', 'Fighting']",3.6,121.0,8.0,53.0,32.0,35.0,5.0,,0
Easiest ways to discover classic console remakes,Snake '97: retro phone classic,8564,1.2593867856811305,TBD,[],,[],[],3.2,4.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Mega Man World 5 DX,33779,0.7598807215690613,"Dec 25, 2022",[],"Mega Man V was released on 1994 for the original Game Boy. While the previous four entries in Nintendo’s handheld recycled some content from the NES games, the fifth and final entry finally got its unique story, original enemies and a bunch of exclusive features.
And now… you can truly enjoy it in full color! Just imagine, in the era of Game Boy Color, when Zelda, Tetris and many other games were re-released as the famous DX versions… How Mega Man could have looked if Capcom had made a DX version of this underrated gem?
Now you can with this ambitious colorization project that took more than two years! And, not only that, but the hack also optimizes the game’s code, thus removing all slowdown from the original game! Pause menu has been reprogrammed as well, and added icons to every weapon (just like the later NES Mega Man games), making it looking gorgeous!",['Game Boy Color'],"['Platform', 'Shooter']",4.2,12.0,0.0,4.0,3.0,4.0,2.0,,0
Easiest ways to discover classic console remakes,High Heat Major League Baseball 2004,35689,0.7459944486618042,"Mar 04, 2003",['3DO'],"High Heat has always been generous with features in its PC incarnation, and the console version has finally caught up to it. Boasting eleven different modes of play, HH 2004 takes several steps beyond the product offered last year and genuinely tries rather hard to push feature diversity. All the classics are here: Home Run Derby, Exhibition, All-Star Games, Batting Practice, Player Editing devices, and other such goodies await the gamers who patiently explore its every area. Perfect for two-player matches, Two-on-Two Showdown returns from last year's PS2 version and presents itself as a console-exclusive option (you're not going to find it in the GBA or PC versions at all).",['Windows PC'],"['Simulator', 'Sport']",,2.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Super Mario 64 PC Port,29045,0.7457866072654724,"May 01, 2020",['Nintendo 64 Decompilation Project'],"Super Mario 64 Port is an unofficial version of Super Mario 64. The game originated from a recreation of the Super Mario 64 source code, a result of the Nintendo 64 Decompilation Project.
The game needs to be compiled in order to be played, being like the original game, but with technology enhancements and an all-new coding.
Like a mod, the player still needs to have the original game to have its assets built in the new code (which is important to note, as distributing the compiled game on the web is copyright infringement, but the source code, created from scratch, isn't).
Having a new and understandable code in C, the game can be modded with less effort. A Windows (and Linux) version (with native 4K resolution, 60 FPS, widescreen and XBOX controller support) was released in 2020, gaining popularity and a modding community.","['Windows PC', 'Mac', 'Linux']",['Platform'],4.3,244.0,6.0,54.0,35.0,23.0,24.0,,3
Easiest ways to discover classic console remakes,Dangerous Dave,29372,0.7450133562088013,"Oct 01, 1988",['John Romero'],"The object of the game was to collect gold cups to move on to the next level. Since the original 1988 publishing of Dangerous Dave on UpTime, there have been three sequels and three ports of the original to other platforms.
The idea of Dangerous Dave came to John Romero under the influence of Super Mario. There are definitely similarities that are easily noticeable, such as the secret levels, the level design, the monsters, and the jumping. The mission is to guide Dave through ten levels, collecting trophies in the hideout of his enemy, Clyde. Romero says that among all Dangerous Dave sequels Dangerous Dave in the Haunted Mansion is ""the best Dave ever created"". In 2008 Dangerous Dave in the Haunted Mansion was ported to cell phones.","['PC DOS', 'Apple II']",['Platform'],3.2,59.0,0.0,4.0,2.0,9.0,1.0,,0
Easiest ways to discover classic console remakes,Worms,5530,0.7443820238113403,"Oct 31, 1995",['Team17'],"Worms combines the best elements from the very best games ever created. It requires great thought, strategy and elements of sheer outrageous fortune. It provides the players with an almost infinite range of playing possibilities. It does take a little while to get into the swing of things however and despite everyone’s insistence that you should not need to read a game manual to be able to play it. Worms can be played by 1-16 players at the same time - it’s a turn based game so you`ll only need one machine - but prepare to be at odds with your loved ones, get ready to shout abuse at your best friend and be willing to exact unadulterated terror on those who plot to hurt your worms.
Team17 planned on producing Worms for the Virtual Boy back in 1995. Though, after a few weeks, they cancelled this plan due to the lack of interest of the publisher and the expected failure of the Virtual Boy.","['Windows PC', 'Mac', 'Sega Mega Drive/Genesis', 'Amiga CD32', 'Sega Saturn', 'SNES', 'PlayStation', 'Amiga', 'PC DOS', 'Virtual Boy', 'Atari Jaguar', 'PlayStation Portable']",['Strategy'],3.3,607.0,0.0,53.0,29.0,85.0,4.0,,0
Easiest ways to discover classic console remakes,Shadowgate,7082,0.7437288761138916,"Aug 21, 2014","['Zojoi', 'Reverb Triple XP']","Shadowgate is one of the most well-known and beloved adventure titles in gaming history. It quickly endeared players with its fantastic atmospheric soundtrack, perilous locations to progress through, countless puzzles to solve, and more ways to gruesomely die than gamers previously thought possible. Thrust into the role of “The Seed of Prophecy”, players travel deep into the castle, in hopes of defeating the evil that dwells within – the dreaded Warlock Lord.
This game is a re-imagining of the original Shadowgate, released for Mac in 1987 and later ported to, for example, NES and Nintendo 64.","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'iOS', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle', 'RPG']",2.9,40.0,1.0,38.0,10.0,9.0,3.0,,0
Easiest ways to discover classic console remakes,Discover Our Bodies,19050,1.90524894976456,TBD,['Yames'],"Upcoming sequel to ""Discover My Body""",[],['Indie'],,0.0,0.0,6.0,12.0,4.0,0.0,,0
Easiest ways to discover classic console remakes,"Adiboo: Discover Music, Melody & Rhyme",29614,1.3657864608617434,TBD,[],,[],[],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Tamagotchi Classic: Original,15198,1.3682526793585912,"Apr 25, 2015",[],Tamagotchi Classic: Original is the classic tamagotchi game now for your smartphone!,['iOS'],['Simulator'],,5.0,0.0,0.0,2.0,3.0,1.0,,3
Easiest ways to discover classic console remakes,Sega Ages 2500 Vol. 33: Fantasy Zone Complete Collection,11286,0.7482168674468994,"Sep 11, 2008","['Sega', '3D Ages']","This game contain every game released in the Fantasy Zone series (bar the redemption game), plus several ""new"" ones. The games are emulated, though there are handful of extra options to ""improve"" many of them.
Also included is Fantasy Zone Neo Classic which is an updated port of the Famicom version of Fantasy Zone, and Fantasy Zone II DX - a remastered version of Fantasy Zone II to look and feel as if it were running on Sega System 16 hardware.
The collection also includes development material for Fantasy Zone II, assorted other concept art, cover art masters, full cover/manual scans for the included games's Japanese, US, and European releases, and full flyer scans for the Japanese and English releases of the arcade games (including the redemption game).",['PlayStation 2'],"['Arcade', 'Shooter']",3.3,5.0,0.0,3.0,2.0,7.0,0.0,,3
Easiest ways to discover classic console remakes,Hydlide 1・2・ 3,40683,0.7555804252624512,"Dec 31, 2001","['T&E Soft', 'Digicube']","This compilation features T&E Soft's original Hydlide trilogy of '80s action-RPGs. Both the '84 original and Hydlide 3 (aka Super Hydlide) have been remade for Windows users, with new graphics, audio, and quality-of-life additions. These remakes are available via the Arrange Mode option for each game, except Hydlide 2 which lacks said upgrades. Beyond the games themselves, there's a detailed manual with both hints and full answers for tricky puzzles. You can also enjoy the ""Hydlide Museum"", an included website containing developer commentary, concept art, and other goodies detailing the series' history.",['Windows PC'],"['Adventure', 'RPG']",,1.0,1.0,1.0,0.0,2.0,0.0,,3
Easiest ways to discover classic console remakes,Ys: The Oath in Felghana,1709,0.7473156452178955,"Jul 04, 2005","['Nihon Falcom', 'XSEED Games']","A complete 3D reimagining of the 16-bit console classic ""Ys III: Wanderers From Ys,"" Ys: The Oath in Felghana is a fast-paced action role-playing game with tight controls, Metroidvania-style exploration elements, intense combat with epic screen-filling boss battles, and a thrashing, percussive arranged soundtrack that's been heralded by many as one of the best of all time. Based on the original 2005 PC release, this classic is finally officially available in English with added Steamworks features such as achievements and cloud saving.","['Windows PC', 'Mobile', 'PlayStation Portable']","['Adventure', 'RPG']",4.0,1100.0,34.0,577.0,237.0,349.0,90.0,,3
Easiest ways to discover classic console remakes,A-Train PC Classic,10234,1.497730762722432,TBD,[],,[],[],,1.0,0.0,1.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,LEGO Star Wars: The Skywalker Saga - Classic Character Edition,20690,0.926901672925188,TBD,[],,[],[],,2.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Psyvariar Delta,16351,0.1929928169782996,"Aug 30, 2018",,"Psyvariar Delta is a classic shooter known for the Buzz System, where players level up by grazing enemy fire and chaining Buzz. Also included in this version are 2 HD remakes of the arcade classic Psyvariar Medium Unit and Psyvariar Revision with new additional features.",Windows PC | PlayStation 4 | Nintendo Switch,Arcade | Shooter,3.3,20.0,1.0,14.0,19.0,17.0,3.0,Success Corporation | City Connection,0
Easiest ways to discover classic console remakes,Cold Blooded Cube,37674,0.1722648667579387,"Oct 15, 2018",,You are a cube that no longer wants to be just a sheep and wants to make yourself famous whichever way it will be the easiest.,Windows PC,Adventure | Indie,,3.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,How to Be a Tree,17286,0.9678193979019224,"Mar 31, 2019",[],How to Be a Tree is a game about the many ways to be a tree!,"['Windows PC', 'Mac']",['Platform'],,1.0,0.0,3.0,2.0,5.0,1.0,,0
Easiest ways to discover classic console remakes,HemiRoids,35446,0.996369712592202,TBD,[],Asteroids-style game for classic mac.,['Mac'],['Arcade'],,2.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Book of Eos,7872,0.1562435705951563,"Mar 15, 2019",,Take a look into the hearts of monsters in an epic adventure inspired by classic console RPGs.,Windows PC,Adventure | Indie | RPG,,1.0,0.0,12.0,0.0,7.0,0.0,,0
Easiest ways to discover classic console remakes,Langrisser II,6528,0.1551892669720238,"Sep 26, 1994",,"Langrisser II is a turn-based strategy game that was developed by Team Career, part of Masaya, and published by the parent company NCS Corporation.
This version of the game was released on the Nintendo Wii through the Virtual console and was later released for Windows though a classic games service.
Unlike the first Langrisser, known as Warsong internationally, almost all of the other games and remakes in the series have not been released outside of Japan.",Windows PC | Sega Mega Drive/Genesis | Wii,RPG | Tactical | Turn Based Strategy,4.1,32.0,2.0,110.0,66.0,61.0,7.0,"Extreme Co.,Ltd | Team Career",0
Easiest ways to discover classic console remakes,Celeste Classic,4001,0.9528924397785266,"Aug 10, 2015",['Extremely OK Games'],A hardcore platform game for the PICO-8 fantasy console.,"['Windows PC', 'Mac', 'Linux', 'Web browser']","['Indie', 'Platform']",3.2,761.0,10.0,77.0,48.0,61.0,27.0,,0
Easiest ways to discover classic console remakes,Flippy Hills,25449,0.1546451441189029,TBD,,"Flippy Hills is an original arcade game with cool physics that will give you plenty of thrills and spills, epic wins, fails and tricks in two modes of your choice.
An adventure over dozens of levels, starting from the easiest right up to the most hardcore difficult.",,Arcade,,1.0,0.0,0.0,1.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,R-Type Command,25467,0.1476330457931495,"Jun 06, 2008",,"The classic side-scrolling shooter of yesteryear moves towards the turnbased tactical / strategy genre, R-Type Tactics brings this classic franchise bang up to date on a twenty-first century handheld console.",PlayStation Portable,Strategy,3.0,8.0,0.0,10.0,4.0,5.0,0.0,,0
Easiest ways to discover classic console remakes,Dispel,21898,0.926901672925188,TBD,[],A classic RPG by Abalon Studio from the early '00s.,[],[],,1.0,0.0,0.0,1.0,1.0,0.0,,0
Easiest ways to discover classic console remakes,AstroRock,31837,0.996369712592202,TBD,[],A music focused take on the classic Asteroids,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,LostTale,18978,0.996369712592202,TBD,[],LostTale is a classic MMORPG.,['Windows PC'],['RPG'],,0.0,0.0,0.0,2.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Pole's Big Adventure,36393,0.920507232483266,"Feb 03, 2009",[],Sega's wacky send-up of 8-bit NES-era console games references classic platformers from Mario to Master Higgins and Kunio Kun.,['Wii'],[],3.8,6.0,0.0,14.0,4.0,5.0,1.0,,0
Easiest ways to discover classic console remakes,Sega Classics Collection,18805,0.918387122486918,"Apr 22, 2005",[],A compilation of previously Japan-exclusive SEGA AGES 2500 remakes.,['PlayStation 2'],"['Puzzle', 'Quiz/Trivia', 'Racing', 'Shooter', 'Strategy']",3.2,34.0,0.0,10.0,8.0,13.0,1.0,,3
Easiest ways to discover classic console remakes,PowerSlave: Exhumed,7187,0.1271013342539751,"Feb 10, 2022",,PowerSlave: Exhumed is a KEX Engine port of the classic console game perfectly blending both the PlayStation & Saturn versions,Windows PC | PlayStation 4 | Xbox One | Nintendo Switch | Xbox Series,Adventure | Shooter,3.7,127.0,6.0,92.0,90.0,66.0,20.0,Throwback Entertainment | Lobotomy Software,0
Easiest ways to discover classic console remakes,Interplay's Classic Collection,18472,0.996369712592202,"Dec 31, 1993",['Interplay'],,['Windows PC'],[],,1.0,0.0,0.0,0.0,1.0,0.0,,0
Easiest ways to discover classic console remakes,Fallout Classic Collection,21525,1.0739992482619507,"Nov 11, 2016",[],,['Windows PC'],[],,8.0,0.0,3.0,0.0,1.0,0.0,,3
Easiest ways to discover classic console remakes,Digger - Classic arcade game,28519,1.3707656792093608,TBD,[],,[],[],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,AltspaceVR,29724,0.1379622251206246,"Mar 31, 2016",,"Welcome to AltspaceVR, the easiest way to meet people from around the world, play interactive games, and attend free live events in VR. Choose from over 28 activities or attend live events with comedians, DJs, authors, celebrities, and more. Day or night, there’s always someone to hang out with.",Windows PC | Oculus VR | Windows Mixed Reality,Simulator,2.5,11.0,0.0,3.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Car Mechanic Simulator Classic,34700,0.1456689617324226,"Aug 14, 2020",,"Car Mechanic Simulator Classic is a simulation game, in which you play as a car mechanic. The game allows you to become a car mechanic who has to diagnose, make repairs, order the necessary parts, and contact the demanding customers. The tasks set for the player are not the easiest ones -- there are more than seventy-variety of scenarios in total. The creators provided several vehicles and hundreds of elements, so finding the defect itself can be problematic - yet very satisfying.",Xbox One,Simulator,,0.0,0.0,0.0,0.0,1.0,0.0,Ultimate Games S.A.,0
Easiest ways to discover classic console remakes,Atari Revival,22959,0.146236679669014,"Dec 31, 2002",,"Atari Revival is a compilation with three remakes of Atari games from the late seventies and early eighties.
.- Warlords
.- Combat
.- Missile Command",Windows PC,Arcade | Strategy,,1.0,0.0,0.0,0.0,1.0,0.0,Infogrames,3
Easiest ways to discover classic console remakes,Bonk's Adventure,3819,0.1360562539562704,"Dec 15, 1989",,"Bonk's Adventure was developed by Red Company and Atlus and released on the TurboGrafx-16 in 1989 before being ported to the NES, Game Boy and Amiga. It is a 2D platform game that became quite popular, with subsequent remakes and sequels spawning from the game. It was later included in Nintendo's Virtual Console service as well as the PlayStation Store.",Wii U | Wii | Amiga | NES | Game Boy | TurboGrafx-16/PC Engine,Platform,3.2,266.0,2.0,83.0,33.0,66.0,26.0,Hudson Soft | Red Company,3
Easiest ways to discover classic console remakes,Creative Console,12136,0.1345549637150033,"Jan 10, 2023",,"This is a game console that creates games. Players have the ability to change the rules and levels of the game. First person, third person, chest, football, deadly pendulum... This is a game where every player can create unique levels and gameplay.",Windows PC,Adventure | Indie | Racing | Simulator | Sport | Strategy,,0.0,0.0,2.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Tecmo Classic Arcade,36660,1.0062709869457724,"Sep 14, 2005","['Microsoft Game Studios', 'Tecmo Co., Ltd.']",Tecmo Classic Arcade is a collection of eleven classic Tecmo games.,['Xbox'],"['Adventure', 'Arcade', 'Sport', 'Strategy']",2.7,5.0,0.0,1.0,0.0,2.0,0.0,,2
Easiest ways to discover classic console remakes,Avatar: The Last Airbender - The Burning Earth,4514,0.1311405434904758,"Oct 16, 2007",,"A direct sequel to the first Avatar game, The Burning Earth takes place during the second book of the Avatar series. The game has gained notoriety for having the easiest achievements on the XBOX 360.",Xbox 360 | Wii | PlayStation 2 | PlayStation Portable,Adventure,2.5,420.0,2.0,55.0,26.0,50.0,25.0,THQ,0
Easiest ways to discover classic console remakes,Rushaway,21874,0.1293850343237977,"Feb 23, 2023",,"Rushaway is a 2.5D fast-paced single-player platformer, where your objective is to find the fastest ways towards the goal. Explore different paths for every level, and discover the more optimal ones, avoiding or exploiting different hazards.",Windows PC,Indie | Platform,,1.0,0.0,0.0,0.0,1.0,0.0,Ninestudios,0
Easiest ways to discover classic console remakes,Bejeweled 3,3185,0.1285452072696709,"Dec 07, 2010",,"Discover all-new ways to play the world’s #1 puzzle game. Find your perfect match with 8 breathtaking game modes that meet all your moods — ease into Classic Bejeweled for cascades of fun, journey through 40 challenging Quest puzzles, charge into the electrifying Lightning for non-stop action, and tailor your experience in Zen for a revolutionary new way to relax.",Windows PC | Mac,Adventure | Puzzle | Strategy,3.5,774.0,7.0,84.0,14.0,62.0,33.0,PopCap Games,0
Easiest ways to discover classic console remakes,Four Ways: Block Puzzle,34946,0.127478732332956,"Feb 24, 2020",,"Four Ways: Block Puzzle is a four-way Tetris game, where you play four simultaneous games of Tetris, using the same set of blocks on the four different boards.",Windows PC,Indie | Puzzle | Real Time Strategy | Strategy,2.2,7.0,0.0,0.0,0.0,0.0,3.0,Launch Punch,0
Easiest ways to discover classic console remakes,Half-Life 2 Classic,39142,1.2367932794506769,TBD,['Team Classic'],Half-Life 2 Classic is a Half-Life 1 mod that aims to recreate the entirety of Half-Life 2.,['Windows PC'],['Shooter'],,3.0,0.0,3.0,6.0,6.0,0.0,,2
Easiest ways to discover classic console remakes,"duplicate Please, Don't Touch Anything: Classic",38930,1.1611292188609783,TBD,[],,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
Easiest ways to discover classic console remakes,Civilization Revolution,38386,0.1297601059060829,"Jun 13, 2008",,"Legendary game designer Sid Meier brings the greatest strategy game of all time to console! Built from the ground up for the console, Sid Meier's Civilization Revolution challenges you to lead your chosen nation from the dawn of man to the space age on your quest to rule the world. Go head to head with history's greatest leaders as you wage war, conduct diplomacy, discover new technologies and build the most powerful empire the world has ever known. The famously addictive gameplay, endless ways to play and online multiplayer competitions, matchmaking, Leaderboards, Achievements and downloadable content will keep you coming back for more.",Xbox 360 | iOS | PlayStation 3 | Nintendo DS | Windows Phone,Turn Based Strategy,3.1,113.0,3.0,14.0,2.0,6.0,2.0,2K Games | Firaxis Games,0
Easygoing life sims for relaxing gameplay,Labyrinth 2,35126,1.4320966827516852,"Aug 07, 2020",[],A relaxing labyrinth game.,['Windows PC'],['Indie'],,1.0,0.0,0.0,0.0,0.0,0.0,,2
Easygoing life sims for relaxing gameplay,The Sims 4: Everyday Clutter Kit,14441,1.33872145361693,TBD,[],Craft spaces that look loved and lived-in with The Sims 4 Everyday Clutter Kit.,['Windows PC'],['Simulator'],3.2,5.0,0.0,0.0,1.0,1.0,0.0,,3
Easygoing life sims for relaxing gameplay,The Sims: Hot Date,29464,0.4524269921260938,"Nov 12, 2001",,"The Sims: Hot Date is the third expansion pack for The Sims, representing an entirely new experience for your Sims - dating! With exciting new characters, interests, romance objects, and an all-new downtown area filled with restaurants, shops, and parks, you will get your Sims off the couch and into the singles scene. Play matchmaker for your Sims and watch them become lovers or liars! It also introduces community lots to the series, making it the first instance where players are able to play their Sims on lots other than the Sim's home lot.",Windows PC | Mac,Adventure | RPG | Simulator | Strategy,3.4,138.0,1.0,6.0,3.0,13.0,1.0,Maxis | Electronic Arts,3
