Query,Title,ID,Similarity,Release_Date,Developers,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Developer,Score
AAA games,Project DT,4849,0.2527007839209539,TBD,,Project DT has been revealed by Chinese-based developer Digital Sky. This developer's first AAA game essentially mashes up Metal Gear with NieR Automata.,Windows PC | Mac,Arcade | Brawler | Indie,,0.0,0.0,3.0,22.0,2.0,0.0,Digital Sky Entertainment Limited,2
AAA games,Supersolar,36965,0.2663352689138951,TBD,,"Supersolar is a top-down action game where players control a gunship and battle swarms of AI drones and robot space squids using a large arsenal of weapons and gear. The game blends space shooter elements with ""dungeon"" crawling gameplay and everything is packed together in a story-driven singleplayer campaign with realistic, AAA graphics.",Windows PC,Adventure | Indie,,0.0,0.0,0.0,0.0,0.0,0.0,babadokia,0
AAA games,Game Director Story,9370,0.2744441506757748,"Dec 31, 2022",,"Game Director Story is an unflinching and satirical look behind-the-scenes at how big-budget AAA games are made. Based on first-hand accounts by industry veterans, Players experience the emotional roller coaster of guiding a team through the agonizing decisions and compromises needed to ship a game.",Windows PC | Mac,Adventure | Indie | Simulator | Strategy | Visual Novel,,0.0,0.0,2.0,8.0,9.0,0.0,Double Blit Games,0
AAA games,Utopias: Navigating Without Coordinates,37265,0.4507155141765333,"Apr 12, 2020",,"Utopias: Navigating Without Coordinates is a videogame network of nine worlds - each one a personal utopia developed by a member of AAA collective.
Is a collective utopia possible?",Windows PC,Adventure | Indie,3.3,16.0,0.0,33.0,32.0,21.0,1.0,AAA Software,0
AAA games,Bigfield 2042,10148,0.5862290084070579,TBD,,True AAA quality.,,Adventure | Indie | Simulator,,1.0,0.0,0.0,0.0,0.0,1.0,,2
AAA games,Prodeus,1029,0.2185190007432355,"Nov 09, 2020",,"""Prodeus is the first person shooter of old, re-imagined using modern rendering techniques. It reaches the quality you expect from a AAA experience while adhering to some of the aesthetic technical limits of older hardware.""
In Prodeus, the players slip into the role of a corrupted agent of Prodeus who is determined on his way to destroy his creator and every opponent.",Windows PC | Mac | PlayStation 4 | Xbox One | PlayStation 5 | Nintendo Switch | Xbox Series,Adventure | Indie | Shooter,3.5,649.0,64.0,349.0,296.0,191.0,91.0,Bounding Box Software | Humble Bundle,3
AAA games,X-COM: em@il Games,29490,0.8476849734765497,TBD,[],,[],[],,0.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Mu-Cade,25853,0.8476849734765497,TBD,['ABA Games'],,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Marine Heavy Gunner: Vietnam,28312,0.8662556440327014,"Aug 22, 2004","['Brainbox Games', 'Groove Games']",,['Windows PC'],['Shooter'],1.7,6.0,0.0,0.0,0.0,3.0,2.0,,0
AAA games,Outlive,28635,0.1705494210626569,"Mar 19, 2001",,"Outlive is a Brazilian real-time strategy computer game developed and produced by Continuum Entertainment. It is a mission-based real-time strategy game where the player controls either the human military or robot forces and attempts to eliminate all opposing forces. It was initially released in 2000 in Brazil (2001 for the rest of the world), and was the second and most successful product of Continuum. The game was one of the few Brazilian games to be published by a mainstream AAA publisher. It was published in the United States and Europe by Take-Two Interactive.",Windows PC,Real Time Strategy | Simulator | Strategy,4.1,18.0,0.0,5.0,9.0,6.0,0.0,Continuum Entertainment | Take-Two Interactive,0
AAA games,Shadowverse,34274,0.1712193618357307,"Jun 17, 2016",,"""Shadowverse: the next evolution in collectible card games!
Welcome to the fierce battlegrounds of Shadowverse, Japan's #1 competitive card collecting game!
From the creators of Rage of Bahamut and RPG sensation Granblue Fantasy, Shadowverse features AAA artwork and unique game mechanics that make it the most visually and tactically rich CCG on the market.
- SUMMON 400+ cards, each lavishly illustrated with jaw-dropping fantasy art
- STRATEGIZE with innovative mechanics that guarantee thrilling battles
- MASTER seven character classes each with unique play styles and killer cards
- BATTLE real-time opponents from around the world, or enjoy the fully voiced story mode
Come join our fun-loving community and show us your Shadowverse style! """,Windows PC | Android | Mac | iOS,Card & Board Game | RPG | Strategy | Turn Based Strategy,2.8,454.0,27.0,36.0,7.0,29.0,18.0,Cygames,2
AAA games,DreamLand,23522,0.1869575762840713,"Jul 07, 2016",,"Summary: 
“DreamLand” is an immersive VR game, made by AAA team base on htcVIVE with Unreal Engine. With the VR device, the player could pass through the Portal of Astral Spirit, and explore the mystical dreamland by time travel. In this journey, the player can identify the secret of the ancient civilization via solving puzzles, which make the player immerse in a fantastical experience of audio and visual.",Windows PC,RPG,,0.0,0.0,0.0,0.0,0.0,0.0,,2
AAA games,Blood & Glory 2: Legend,21996,0.1934680444708578,"Jun 09, 2012",,Welcome to Blood & Glory Legend – the highly anticipated sequel to the AAA blockbuster smash-hit Blood & Glory! Return to the arena and bask in the blood-hungry cheers of the crowd as you fight to become a LEGEND!,iOS,Adventure,,8.0,0.0,0.0,0.0,2.0,0.0,Glu Mobile,2
AAA games,KoGaMa,25434,0.1986098729247312,"Sep 17, 2011",,"KoGaMa is one of the largest sources of the best user created online games including parkour games, funny games, arcade games, multiplayer games, internet games, shooting games, RPG games, racing games, adventure games and much more. Tons of comments ratings, gamers of all skill levels are sure to find hot new games every day. On KoGaMa you can create and publish your own games.",Windows PC | Android,,2.7,115.0,1.0,4.0,3.0,8.0,12.0,Multiverse ApS,0
AAA games,Board Games Gallery (10 Games),38927,1.3723631296926082,TBD,[],,[],[],,0.0,0.0,0.0,0.0,1.0,0.0,,0
AAA games,Smart Girl's: Party Games,36593,1.2771420080338858,TBD,['505 Games'],,[],[],,2.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Hoyle Puzzle Games,17788,1.1134070840428476,TBD,[],A collection of puzzle games.,[],['Puzzle'],,3.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,duplicate Alder's Blood: Prologue,18829,1.0427944681161163,TBD,"['Shockwork Games', 'No Gravity Games']",,[],[],,1.0,0.0,8.0,0.0,2.0,1.0,,1
AAA games,Rubik's Games,23201,1.0162576360623947,TBD,[],,[],[],,0.0,0.0,0.0,3.0,0.0,0.0,,0
AAA games,Bakushow,9835,0.926200503214866,TBD,['Rising Star Games'],,[],[],,1.0,0.0,2.0,1.0,2.0,0.0,,0
AAA games,Winter X Games SnoCross,28162,0.926200503214866,TBD,[],,[],[],3.0,3.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Football Games Room,31640,0.926200503214866,TBD,[],,[],[],,1.0,0.0,0.0,0.0,1.0,0.0,,0
AAA games,After Dark Games,35861,0.926200503214866,TBD,[],,[],[],3.8,5.0,0.0,1.0,2.0,1.0,0.0,,0
AAA games,Idle Human,24211,0.9198899908184028,"Aug 02, 2019","['Funcell Games', 'Green Panda Games']",,"['Android', 'iOS']",['Simulator'],,2.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Nintendo PowerFest '94,14604,0.5710911750793457,"Dec 31, 1994",['Nintendo'],"Nintendo PowerFest '94 was a 1994 Nintendo-promoted video game competition. Most of the town competitions were held in customized trailers outside of department stores. It was based on scoring points in a special Game Pak. The three Super Nintendo Entertainment System games (Super Mario Bros.: The Lost Levels, Super Mario Kart, and Ken Griffey, Jr. Presents Major League Baseball) were played within a time limit of six minutes.",['SNES'],[],,0.0,0.0,2.0,0.0,2.0,0.0,,0
AAA games,Gold Games 3,29758,0.1405946272126474,"Dec 31, 1998",,"This is the third installment in Topware's Gold Games series. It contains 23 games (one game less than Gold Games 2) on 24 CDs. Like usual, it has games from many different genres. And like the predecessor most games are in German.",Windows PC | PC DOS,,,0.0,0.0,0.0,0.0,0.0,0.0,TopWare Interactive,0
AAA games,SRG Mixtape Volume #1,39585,0.1106584090124301,"Aug 19, 2021",,"A curated collection of indie games from up-and-coming developers, including a wide variety of small games & demos.",Windows PC,,,0.0,0.0,0.0,1.0,0.0,0.0,Super Rare Games,0
AAA games,Track & Field in Barcelona,25020,0.5498360395431519,"Feb 01, 1992",[],"Track & Field in Barcelona released on the NES was a re-release in Europe in 1992 in the light of the 1992 Summer Olympics, earlier versions were simply known as Track & Field. The opening song for the NES version is the Chariots of Fire theme by Vangelis (which was also used in the arcade version's high score screen).
In the original arcade game, the player uses two ""run"" buttons (or a trackball in later units that replaced buttons damaged from overuse) and one ""action"" button to control an athlete competing in the following six events:",['NES'],['Sport'],,3.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Bill Walsh College Football '95,29682,0.5426436066627502,"Jun 01, 1994","['EA Sports', 'High Score Productions']","Bill Walsh College Football 95 was one of the many football games released by Electronic Arts back in the day. This one was a bit different as it includes a full season team and player stats, weekly rankings and a windowless passing mode. It has 38 powerhouse teams, such as Florida, Florida State, Texas and Notre Dame to name a few. There are many offensive and defensive plays, over eleven different offensive formations with close to eight options a piece, and six different defensive formations.",['Sega Mega Drive/Genesis'],"['Simulator', 'Sport']",,3.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Major League Baseball Featuring Ken Griffey Jr.,32172,0.5429699420928955,"May 31, 1998","['Nintendo', 'Angel Studios']","Make your dreams of becoming a Major Leaguer a reality! Hit a grand slam, pitch a no-hitter, go for the cycle and steal home - all in the same game! If that's not enough, check out the real-time stat tracking in over 30 major categories. Improve your team by making the right trades and picking up the best free agents. Major League Baseball Featuring Ken Griffey Jr. is so real, every pitch counts!",['Nintendo 64'],['Sport'],3.4,61.0,1.0,7.0,1.0,11.0,6.0,,0
AAA games,Madden NFL 2000,14202,0.5442103147506714,"Jul 31, 1999","['EA Tiburon', 'EA Sports']",Madden NFL 2000 is a football video game. The Green Bay Packers had the best team overall in the game with a score of 94. The worst team in the game was the Cleveland Browns with a score of 68. The best offense in the game belongs to the Denver Broncos with a score of 97. The best defense in the game belongs to the Miami Dolphins with a score of 96. The best special teams in the game belongs to both the Buffalo Bills and Atlanta Falcons with a score of 97.,"['Windows PC', 'Mac', 'PlayStation', 'Nintendo 64', 'Game Boy Color']",['Sport'],2.9,47.0,0.0,7.0,1.0,12.0,4.0,,0
AAA games,Arcade Archives: Vs. Baseball,14774,0.5459903478622437,"Jun 19, 2020","['Nintendo', 'HAMSTER']","Vs. Baseball is a sports game released by Nintendo in 1984. Capturing the very essence of what makes baseball fun, the game has influenced many other baseball games made since. While somewhat simple, the game boasts many features such as pitch selection and base stealing.",['Nintendo Switch'],"['Arcade', 'Sport']",,1.0,0.0,0.0,0.0,1.0,0.0,,0
AAA games,Great Sluggers '94,31165,0.5469051599502563,"Jun 01, 1994",['Namco'],"Baseball arcade game that had been released by Namco in June 1994; it runs on the company's NB-1 hardware, and as the name suggests, it is the sequel to Great Sluggers (which was released exclusively in Japan the year before). However, instead of the twelve teams of Japan's Central and Pacific Leagues, the players must take control of two of the twenty-eight teams of the American League and National League - and there are two teams for both Chicago and New York.",['Arcade'],['Sport'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Lakers versus Celtics and the NBA Playoffs,34353,0.5522105693817139,"Jan 01, 1989",['Electronic Arts'],"The first game in EA's NBA Live franchise, Lakers vs. Celtics puts the player in the driver's seat with the team of their choice, with the goal of winning it all in the 1989-90 NBA season.","['Sega Mega Drive/Genesis', 'SNES', 'PC DOS']",['Sport'],3.3,17.0,0.0,2.0,0.0,4.0,0.0,,0
AAA games,World Series Baseball '96,38478,0.5540024042129517,"Feb 01, 1996",[],"World Series Baseball '96 is a follow-up to the previous two Genesis games in the series with the rosters and stats of the 1995 MLB season as well as the schedule for the 1996 season. It has all 700 players and 28 teams and stadiums. The game types include Exhibition, League, Playoffs, Batting Practice, Homerun Derby, and Classic Homerun Derby. There is also a possibility to play an All-Star game. Trading can be enabled or disabled and the season length options are 13, 26, 52, 104 and 162.",['Sega Mega Drive/Genesis'],['Sport'],,4.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Arena Football: Road to Glory,19040,0.5569711327552795,"Feb 21, 2007","['EA Tiburon', 'Electronic Arts']","Arena Football: Road to Glory is a PlayStation 2 video game developed by Electronic Arts (under their EA Sports brand). It was released on February 21, 2007. The cover features fullback/linebacker Bob McMillen, from ArenaBowl XX's champion team, the Chicago Rush. The game includes all the rules, rosters, and teams for the AFL season. For the first time the Arena Football minor league, AF2, is included in the series.",['PlayStation 2'],['Sport'],,4.0,0.0,1.0,0.0,1.0,0.0,,0
AAA games,World Cup 98,35061,0.5562597513198853,"Mar 31, 1998","['EA Canada', 'EA Sports']","The main feature of the game is the World Cup tournament itself, where the player may use either the actual groups used in the finals, or groups composed of a random selection of the included teams. Each match takes place in a recreation of the venue it was played in the actual tournament. As in the real tournament, group games do not go to extra time or a penalty shootout but knockout matches do.","['Windows PC', 'PlayStation', 'Nintendo 64']",['Sport'],3.1,134.0,0.0,7.0,2.0,16.0,2.0,,0
AAA games,NCAA Football 06,16817,0.5593027472496033,"Jul 11, 2005","['EA Sports', 'EA Tiburon']","NCAA Football '06, known colloquially as College Football 2006, is a collegiate American football video game which was released on July 11, 2005. It is the successor to NCAA Football 2005 in the NCAA Football series. The product features former Michigan Wolverines standout and Heisman Trophy winner Desmond Howard on the cover. He is the only cover athlete not to have played the year before their respective game; Howard last played at Michigan in 1991. It is the only game in the series as of 2013 to have a music soundtrack, as the other games play school fight songs and general band pieces, and the last game in the series to feature FCS (Division 1-AA) teams.","['Xbox', 'PlayStation 2']",['Sport'],3.9,48.0,1.0,4.0,2.0,10.0,2.0,,0
AAA games,Bill Walsh College Football,20891,0.5597072243690491,"Aug 01, 1993","['High Score Productions', 'Electronic Arts']","The game features 24 college football teams from the 1992 season and 24 of the all-time college teams since 1978. Play modes include exhibition, playoffs and all-time playoffs and the SNES version also has an eleven week season mode with the National Championship as the ultimate goal.","['Sega Mega Drive/Genesis', 'SNES', 'Sega CD']","['Sport', 'Strategy']",,4.0,0.0,4.0,0.0,3.0,1.0,,0
AAA games,MLB 98,9019,0.5609710216522217,"Jun 30, 1997","['Sony Computer Entertainment', 'Sony Interactive Studios America']","MLB ""98 is a Major League Baseball video game for the PlayStation and is by 989 Sports. It was released on June 30, 1997 and is rated K-A for kids to adults. Games are called by public address announcer Mike Carlucci. New York Yankees center fielder Bernie Williams was featured on the cover. Some of its features are the 30 Major League Baseball clubs, 6 playing modes, complete statistic tracking, and creating players.
It has been succeeded by MLB '99, where Vin Scully began calling the games. Starting with MLB 2000, joining him is infielder Dave Campbell on color commentary.",['PlayStation'],"['Simulator', 'Sport']",,6.0,0.0,2.0,0.0,2.0,1.0,,0
AAA games,Madden Football 64,36530,0.5644753575325012,"Oct 31, 1997","['EA Sports', 'EA Tiburon']","Madden Football 64 is a football video game. It was the first game of the Madden NFL series to be released for the Nintendo 64. The game has commentary by Pat Summerall and John Madden.
This edition does not use real NFL team names or logos. Instead the teams use banners that consist of two bars with the team colors, and the team name on top of them in white, accompanied by players in their uniforms. The Pro Bowl is referred to as the ""Madden Bowl"", and the Super Bowl as the ""EAS Championship"".",['Nintendo 64'],"['Simulator', 'Sport']",2.7,23.0,0.0,3.0,1.0,5.0,0.0,,0
AAA games,MLB 2001,22543,0.5645483732223511,"Feb 29, 2000",['Sony Computer Entertainment of America'],"Developed by Sony Computer Entertainment America and published under the 989 Sports label. Once again, Vin Scully is the play-by-play announcer with Dave Campbell on color commentary. Chipper Jones of the Atlanta Braves was featured on the cover.",['PlayStation'],"['Simulator', 'Sport']",,2.0,0.0,1.0,0.0,1.0,0.0,,0
AAA games,All-Star Baseball 2003,31162,0.5657498836517334,"Feb 25, 2002","['Acclaim Entertainment', 'Acclaim Studios Austin']","The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005.
Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico.
Most of the games feature Derek Jeter on the cover.","['Nintendo GameCube', 'Xbox', 'PlayStation 2']",['Sport'],1.9,14.0,0.0,2.0,0.0,4.0,1.0,,0
AAA games,All-Star Baseball 2005,33717,0.5662904977798462,"Mar 23, 2004","['Acclaim Entertainment', 'Acclaim Studios Austin']","The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005. 

Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico. 

Most of the games feature Derek Jeter on the cover.","['Xbox', 'PlayStation 2']","['Simulator', 'Sport']",,5.0,0.0,0.0,1.0,2.0,0.0,,0
AAA games,The Sporting News Baseball,12676,0.5584395527839661,"Feb 01, 1995",[],"The Sporting News Baseball doesn't feature a Major League license, but does feature the MLBPA license, meaning that it features some of the best players of the time, such as Ken Griffey Jr., Daryl Strawberry and John Smoltz, to name a few. There are only three stadiums to pick from; two are generic but the other is the baseball field from the movie Field of Dreams.
There are several modes such as exhibition games, All-Star Game, the Home Run Derby, and a pennant race. The gameplay is similar to other baseball games, certain buttons to swing the bat and bunting or selecting pitches.",['SNES'],['Sport'],,1.0,0.0,0.0,1.0,0.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Hacknet,3504,0.7255823016166687,"Aug 12, 2015","['Team Fractal Alligator', 'Fellow Traveller']","Hacknet is an immersive, terminal-based hacking simulator for PC. Dive down a rabbit hoIe as you follow the instructions of a recently deceased hacker, whose death may not have been the accident the media reports. Using old school command prompts and real hacking processes, you’ll solve the mystery with minimal hand-holding and a rich world full of secrets to explore.
Exploring the volatile nature of personal privacy, the prevalence of corporate greed, and the hidden powers of hackers on the internet, Hacknet delivers a true hacking simulation, while offering a support system that allows total beginners get a grasp of the real-world applications and commands found throughout the game.","['Windows PC', 'Mac', 'Linux']","['Indie', 'Puzzle', 'Simulator']",3.5,522.0,17.0,358.0,31.0,102.0,28.0,,0
Best comedic dungeon crawlers with loot systems,Dungeon Travelers 2-2: The Fallen Maidens & the Book of Beginnings,11407,1.0325644644439769,"Apr 20, 2017","['Shiravune', 'Aquaplus']",Dungeon Travelers 2-2: The Fallen Maidens & the Book of Beginnings is a what-if sequel to Aquaplus' first-person dungeon crawler Dungeon Travelers 2.,"['Windows PC', 'PlayStation Vita']",['RPG'],3.4,4.0,0.0,25.0,19.0,5.0,1.0,,0
Best comedic dungeon crawlers with loot systems,Space Police on SuperHighway 9,33621,1.2066804354277243,TBD,[],A comedic take on the rising crime sprees on SuperHighway 9.,[],['Racing'],,1.0,0.0,0.0,0.0,1.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Elemental Dungeon,17752,1.8948809787320189,TBD,[],,[],['Adventure'],,1.0,0.0,1.0,1.0,1.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Streets of London,38921,1.2066804354277243,TBD,[],Streets of London is a comedic text adventure game for Commodore 64.,[],[],,0.0,0.0,0.0,0.0,1.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Snack World: The Dungeon Crawl – Gold,26161,1.4690234890216975,TBD,[],,[],[],,4.0,1.0,2.0,1.0,2.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Tower of Guns,32607,0.7261463403701782,"Feb 02, 2014","['Terrible Posture Games', 'Versus Evil']","Tower of Guns is a fast-paced, bullet-hell, first person shooter with randomized levels and enemies, power ups, epic bosses and tons of unlockable items and weapons. You never know what to expect next!
It is a pure FPS experience for players who just want to shoot stuff, battle gigantic bosses, collect loot, and upgrade their abilities and weapons to insane levels! So grab a rocket launcher, slap a shotgun modifier on it, pick up a hundred stackable double jumps, and get to conquering the Tower of Guns!
- Randomized levels make every playthrough unique.
- Hundreds of weapons, mods, abilities, and perks.
- Countless secrets to find.
- Epic boss battles.
- Global Leaderboards to see if you are the toughest player around.","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'PlayStation 3', 'Xbox One']","['Indie', 'Shooter']",2.5,221.0,0.0,83.0,10.0,25.0,6.0,,0
Best comedic dungeon crawlers with loot systems,Battlesloths 2025: The Great Pizza Wars,36583,0.726608157157898,"Jun 06, 2017","['Invisible Collective', 'Rooster Teeth Games']","Sloths. Pizza. Chaos.
Battlesloths 2025: The Great Pizza Wars is the fast-paced multiplayer competitive twin-stick shooter of your slothy dreams. Compete with up to 4 human players or play against some tough as nails AI sloths should you be short of friends. Use a myriad of weaponry, each with their own strategies, to destroy your enemies in a quest to collect the most pizza.
With 20 unique weapons, 4 game modes, customizable battle settings, team vs. options, free for all, a nuke and more hats than you can fit on 700 sloth's heads; you’ll have plenty to do as you train to become the ultimate gun-toting, hoverboarding, pizza eating sloth on the block! Revel in the silliness of the slothpacalypse, shoot everything that moves and start hoarding pizza!
With Battlesloths 2025: The Great Pizza Wars, sloth gaming has been re-defined. It's now bigger, better and coming soon; with more weapons, hats, and tons of fresh levels!","['Windows PC', 'Mac', 'Linux']",['Indie'],3.1,6.0,0.0,3.0,0.0,2.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Enter the Gungeon,313,0.7273355722427368,"Apr 05, 2016","['Dodge Roll', 'Devolver Digital']","Enter the Gungeon is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past. Select a hero and battle your way to the bot¬tom of the Gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable Gundead and fearsome Gungeon bosses armed to the teeth. Gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge.","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Google Stadia']","['Adventure', 'Arcade', 'Indie', 'Shooter']",3.7,10000.0,463.0,2700.0,510.0,720.0,489.0,,3
Best comedic dungeon crawlers with loot systems,Digerati Couch Co-Op Bundle Vol.1,34836,0.7272297143936157,"Dec 29, 2017",[],"It’s better with a buddy! This bundle contains #KILLALLZOMBIES, Vertical Drop Heroes and Bleed, all of which feature local/couch co-op (as well as single-player modes).
#KILLALLZOMBIES – survive wave after wave of ravenous undead hordes in this intense twin-stick shooter.
Vertical Drop Heroes – deftly descend in this adorable monster-battling platformer RPG hybrid.
Bleed – this action-platformer delivers stylish, acrobatic dodging and fluid, challenging gameplay.
#KILLALLZOMBIES
In the distant future, #KILLALLZOMBIES thrusts civilians into a sport of survival, where a ravenous zombie population is unleashed in the name of sports entertainment. With the potential of a collective horde of over 1,000 zombies, spectators vote upon how many and what kind of zombies or obstacles they want to uncage to make survival easier or harder for you to accomplish.
Features:
Hordes of zombies to fight on interactive changing arena
Three modes to play: Survival, Coop and Defend the Vault
Live stream interactions enabling spectators to affect gameplay while watching the broadcast
Multiple weapons and ammo types
XP and levelling up system
Powerful perks
Vertical Drop Heroes
Armed with a variety of skills and traits, you must use your cunning and reflexes to survive the dangers of each stage, until you face the final boss and uncover the truth behind the game!
Features:
Randomly generated stages, enemies and bosses, resulting in a very replayable game
Artwork, coding and animation done by one person, Nerdook, in his unique style
Split screen, local co-op
Destructible terrain and multiple uses for each skill gives you plenty of options to approach the different situations generated
Tons of skills, abilities, traits and powers that you can unlock in the game, creating a different hero each time
Unique combat system where proper planning is more important than quick reflexes
Persistent upgrades allow you to carry forward progress between games, with a choice between increasingly expensive persistent upgrades or generally cheaper temporary upgrades
Every enemy and boss has been designed to provide challenge and variety
Bleed
Wryn is a girl with a big arsenal and big dreams – she wants to be the ultimate videogame hero! Help her take down the Greatest Heroes of All Time in an action-packed bid to claim the title for herself and show the world what a true hero looks like!
There's no filler – just you and your skills against seven levels of enemies, obstacles, breakneck set-pieces and inventive bosses!
Features:
Unique control scheme enabling crazy fast action
7 levels packed with multiple set-pieces and bosses
4 difficulty levels that remix enemy placement and boss patterns
2-player local co-op for all modes (requires at least one gamepad)
3 unlockable characters with their own gameplay twists
Survive the entire game on one life in Arcade Mode
Select and battle up to three bosses at once in Challenge Mode
Achievements added for Xbox One versions
Localized in the following languages: English, Spanish, French, Italian, German and Brazilian",['Xbox One'],[],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Best comedic dungeon crawlers with loot systems,Boyfriend Dungeon,14652,0.2725442179867222,"Aug 11, 2021",,In this title not only are you able to work your way through a variety of procedural dungeons taking on enemies and collecting loot you’re able to spend that loot dating your weapons.,Windows PC | Mac | Linux | Xbox One | PlayStation 5 | Nintendo Switch,Adventure | Indie | RPG | Simulator,3.2,472.0,21.0,155.0,172.0,142.0,80.0,Kitfox Games,3
