Query,Title,ID,Similarity,Release_Date,Developers,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Developer,Score
AAA games,duplicate Alder's Blood: Prologue,18829,1.0427944681161163,TBD,"['Shockwork Games', 'No Gravity Games']",,[],[],,1.0,0.0,8.0,0.0,2.0,1.0,,1
AAA games,Bakushow,9835,0.926200503214866,TBD,['Rising Star Games'],,[],[],,1.0,0.0,2.0,1.0,2.0,0.0,,0
AAA games,The Sporting News Baseball,12676,0.5584395527839661,"Feb 01, 1995",[],"The Sporting News Baseball doesn't feature a Major League license, but does feature the MLBPA license, meaning that it features some of the best players of the time, such as Ken Griffey Jr., Daryl Strawberry and John Smoltz, to name a few. There are only three stadiums to pick from; two are generic but the other is the baseball field from the movie Field of Dreams.
There are several modes such as exhibition games, All-Star Game, the Home Run Derby, and a pennant race. The gameplay is similar to other baseball games, certain buttons to swing the bat and bunting or selecting pitches.",['SNES'],['Sport'],,1.0,0.0,0.0,1.0,0.0,0.0,,0
AAA games,All-Star Baseball 2005,33717,0.5662904977798462,"Mar 23, 2004","['Acclaim Entertainment', 'Acclaim Studios Austin']","The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005. 

Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico. 

Most of the games feature Derek Jeter on the cover.","['Xbox', 'PlayStation 2']","['Simulator', 'Sport']",,5.0,0.0,0.0,1.0,2.0,0.0,,0
AAA games,MLB 2001,22543,0.5645483732223511,"Feb 29, 2000",['Sony Computer Entertainment of America'],"Developed by Sony Computer Entertainment America and published under the 989 Sports label. Once again, Vin Scully is the play-by-play announcer with Dave Campbell on color commentary. Chipper Jones of the Atlanta Braves was featured on the cover.",['PlayStation'],"['Simulator', 'Sport']",,2.0,0.0,1.0,0.0,1.0,0.0,,0
AAA games,Madden Football 64,36530,0.5644753575325012,"Oct 31, 1997","['EA Sports', 'EA Tiburon']","Madden Football 64 is a football video game. It was the first game of the Madden NFL series to be released for the Nintendo 64. The game has commentary by Pat Summerall and John Madden.
This edition does not use real NFL team names or logos. Instead the teams use banners that consist of two bars with the team colors, and the team name on top of them in white, accompanied by players in their uniforms. The Pro Bowl is referred to as the ""Madden Bowl"", and the Super Bowl as the ""EAS Championship"".",['Nintendo 64'],"['Simulator', 'Sport']",2.7,23.0,0.0,3.0,1.0,5.0,0.0,,0
AAA games,MLB 98,9019,0.5609710216522217,"Jun 30, 1997","['Sony Computer Entertainment', 'Sony Interactive Studios America']","MLB ""98 is a Major League Baseball video game for the PlayStation and is by 989 Sports. It was released on June 30, 1997 and is rated K-A for kids to adults. Games are called by public address announcer Mike Carlucci. New York Yankees center fielder Bernie Williams was featured on the cover. Some of its features are the 30 Major League Baseball clubs, 6 playing modes, complete statistic tracking, and creating players.
It has been succeeded by MLB '99, where Vin Scully began calling the games. Starting with MLB 2000, joining him is infielder Dave Campbell on color commentary.",['PlayStation'],"['Simulator', 'Sport']",,6.0,0.0,2.0,0.0,2.0,1.0,,0
AAA games,Bill Walsh College Football,20891,0.5597072243690491,"Aug 01, 1993","['High Score Productions', 'Electronic Arts']","The game features 24 college football teams from the 1992 season and 24 of the all-time college teams since 1978. Play modes include exhibition, playoffs and all-time playoffs and the SNES version also has an eleven week season mode with the National Championship as the ultimate goal.","['Sega Mega Drive/Genesis', 'SNES', 'Sega CD']","['Sport', 'Strategy']",,4.0,0.0,4.0,0.0,3.0,1.0,,0
AAA games,NCAA Football 06,16817,0.5593027472496033,"Jul 11, 2005","['EA Sports', 'EA Tiburon']","NCAA Football '06, known colloquially as College Football 2006, is a collegiate American football video game which was released on July 11, 2005. It is the successor to NCAA Football 2005 in the NCAA Football series. The product features former Michigan Wolverines standout and Heisman Trophy winner Desmond Howard on the cover. He is the only cover athlete not to have played the year before their respective game; Howard last played at Michigan in 1991. It is the only game in the series as of 2013 to have a music soundtrack, as the other games play school fight songs and general band pieces, and the last game in the series to feature FCS (Division 1-AA) teams.","['Xbox', 'PlayStation 2']",['Sport'],3.9,48.0,1.0,4.0,2.0,10.0,2.0,,0
AAA games,World Cup 98,35061,0.5562597513198853,"Mar 31, 1998","['EA Canada', 'EA Sports']","The main feature of the game is the World Cup tournament itself, where the player may use either the actual groups used in the finals, or groups composed of a random selection of the included teams. Each match takes place in a recreation of the venue it was played in the actual tournament. As in the real tournament, group games do not go to extra time or a penalty shootout but knockout matches do.","['Windows PC', 'PlayStation', 'Nintendo 64']",['Sport'],3.1,134.0,0.0,7.0,2.0,16.0,2.0,,0
AAA games,Arena Football: Road to Glory,19040,0.5569711327552795,"Feb 21, 2007","['EA Tiburon', 'Electronic Arts']","Arena Football: Road to Glory is a PlayStation 2 video game developed by Electronic Arts (under their EA Sports brand). It was released on February 21, 2007. The cover features fullback/linebacker Bob McMillen, from ArenaBowl XX's champion team, the Chicago Rush. The game includes all the rules, rosters, and teams for the AFL season. For the first time the Arena Football minor league, AF2, is included in the series.",['PlayStation 2'],['Sport'],,4.0,0.0,1.0,0.0,1.0,0.0,,0
AAA games,World Series Baseball '96,38478,0.5540024042129517,"Feb 01, 1996",[],"World Series Baseball '96 is a follow-up to the previous two Genesis games in the series with the rosters and stats of the 1995 MLB season as well as the schedule for the 1996 season. It has all 700 players and 28 teams and stadiums. The game types include Exhibition, League, Playoffs, Batting Practice, Homerun Derby, and Classic Homerun Derby. There is also a possibility to play an All-Star game. Trading can be enabled or disabled and the season length options are 13, 26, 52, 104 and 162.",['Sega Mega Drive/Genesis'],['Sport'],,4.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Lakers versus Celtics and the NBA Playoffs,34353,0.5522105693817139,"Jan 01, 1989",['Electronic Arts'],"The first game in EA's NBA Live franchise, Lakers vs. Celtics puts the player in the driver's seat with the team of their choice, with the goal of winning it all in the 1989-90 NBA season.","['Sega Mega Drive/Genesis', 'SNES', 'PC DOS']",['Sport'],3.3,17.0,0.0,2.0,0.0,4.0,0.0,,0
AAA games,Rubik's Games,23201,1.0162576360623947,TBD,[],,[],[],,0.0,0.0,0.0,3.0,0.0,0.0,,0
AAA games,Great Sluggers '94,31165,0.5469051599502563,"Jun 01, 1994",['Namco'],"Baseball arcade game that had been released by Namco in June 1994; it runs on the company's NB-1 hardware, and as the name suggests, it is the sequel to Great Sluggers (which was released exclusively in Japan the year before). However, instead of the twelve teams of Japan's Central and Pacific Leagues, the players must take control of two of the twenty-eight teams of the American League and National League - and there are two teams for both Chicago and New York.",['Arcade'],['Sport'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Madden NFL 2000,14202,0.5442103147506714,"Jul 31, 1999","['EA Tiburon', 'EA Sports']",Madden NFL 2000 is a football video game. The Green Bay Packers had the best team overall in the game with a score of 94. The worst team in the game was the Cleveland Browns with a score of 68. The best offense in the game belongs to the Denver Broncos with a score of 97. The best defense in the game belongs to the Miami Dolphins with a score of 96. The best special teams in the game belongs to both the Buffalo Bills and Atlanta Falcons with a score of 97.,"['Windows PC', 'Mac', 'PlayStation', 'Nintendo 64', 'Game Boy Color']",['Sport'],2.9,47.0,0.0,7.0,1.0,12.0,4.0,,0
AAA games,Major League Baseball Featuring Ken Griffey Jr.,32172,0.5429699420928955,"May 31, 1998","['Nintendo', 'Angel Studios']","Make your dreams of becoming a Major Leaguer a reality! Hit a grand slam, pitch a no-hitter, go for the cycle and steal home - all in the same game! If that's not enough, check out the real-time stat tracking in over 30 major categories. Improve your team by making the right trades and picking up the best free agents. Major League Baseball Featuring Ken Griffey Jr. is so real, every pitch counts!",['Nintendo 64'],['Sport'],3.4,61.0,1.0,7.0,1.0,11.0,6.0,,0
AAA games,Bill Walsh College Football '95,29682,0.5426436066627502,"Jun 01, 1994","['EA Sports', 'High Score Productions']","Bill Walsh College Football 95 was one of the many football games released by Electronic Arts back in the day. This one was a bit different as it includes a full season team and player stats, weekly rankings and a windowless passing mode. It has 38 powerhouse teams, such as Florida, Florida State, Texas and Notre Dame to name a few. There are many offensive and defensive plays, over eleven different offensive formations with close to eight options a piece, and six different defensive formations.",['Sega Mega Drive/Genesis'],"['Simulator', 'Sport']",,3.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,Track & Field in Barcelona,25020,0.5498360395431519,"Feb 01, 1992",[],"Track & Field in Barcelona released on the NES was a re-release in Europe in 1992 in the light of the 1992 Summer Olympics, earlier versions were simply known as Track & Field. The opening song for the NES version is the Chariots of Fire theme by Vangelis (which was also used in the arcade version's high score screen).
In the original arcade game, the player uses two ""run"" buttons (or a trackball in later units that replaced buttons damaged from overuse) and one ""action"" button to control an athlete competing in the following six events:",['NES'],['Sport'],,3.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,SRG Mixtape Volume #1,39585,0.1106584090124301,"Aug 19, 2021",,"A curated collection of indie games from up-and-coming developers, including a wide variety of small games & demos.",Windows PC,,,0.0,0.0,0.0,1.0,0.0,0.0,Super Rare Games,0
AAA games,Gold Games 3,29758,0.1405946272126474,"Dec 31, 1998",,"This is the third installment in Topware's Gold Games series. It contains 23 games (one game less than Gold Games 2) on 24 CDs. Like usual, it has games from many different genres. And like the predecessor most games are in German.",Windows PC | PC DOS,,,0.0,0.0,0.0,0.0,0.0,0.0,TopWare Interactive,0
AAA games,Nintendo PowerFest '94,14604,0.5710911750793457,"Dec 31, 1994",['Nintendo'],"Nintendo PowerFest '94 was a 1994 Nintendo-promoted video game competition. Most of the town competitions were held in customized trailers outside of department stores. It was based on scoring points in a special Game Pak. The three Super Nintendo Entertainment System games (Super Mario Bros.: The Lost Levels, Super Mario Kart, and Ken Griffey, Jr. Presents Major League Baseball) were played within a time limit of six minutes.",['SNES'],[],,0.0,0.0,2.0,0.0,2.0,0.0,,0
AAA games,Idle Human,24211,0.9198899908184028,"Aug 02, 2019","['Funcell Games', 'Green Panda Games']",,"['Android', 'iOS']",['Simulator'],,2.0,0.0,0.0,0.0,2.0,0.0,,0
AAA games,After Dark Games,35861,0.926200503214866,TBD,[],,[],[],3.8,5.0,0.0,1.0,2.0,1.0,0.0,,0
AAA games,Football Games Room,31640,0.926200503214866,TBD,[],,[],[],,1.0,0.0,0.0,0.0,1.0,0.0,,0
AAA games,Winter X Games SnoCross,28162,0.926200503214866,TBD,[],,[],[],3.0,3.0,0.0,0.0,0.0,0.0,0.0,,0
AAA games,Arcade Archives: Vs. Baseball,14774,0.5459903478622437,"Jun 19, 2020","['Nintendo', 'HAMSTER']","Vs. Baseball is a sports game released by Nintendo in 1984. Capturing the very essence of what makes baseball fun, the game has influenced many other baseball games made since. While somewhat simple, the game boasts many features such as pitch selection and base stealing.",['Nintendo Switch'],"['Arcade', 'Sport']",,1.0,0.0,0.0,0.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Whirled,33212,0.7512993812561035,TBD,[],"Whirled is a virtual world website and video game created by Three Rings Design. Its Open Beta stage was announced at the Game Developers Conference in 2007. It makes use of Adobe Flash as an applet embedded into the website while also having pages of HTML and JavaScript in a sidebar to allow players to manage their friends list and browse various categories of user-generated content.
The concept is comparable to the virtual worlds in the PlayStation 3 game Home and Second Life, while also incorporating aspects of feed-based social media sites like Facebook and Twitter. It pushes to make all content user-created, mainly with its approach to creative accessibility using Flash's affinity for 2D vector graphics and various web compatibilities to make it very simple for players to upload a wide variety of content using simple, conventional file formats.
Upon Grey Havens releasing the source code for Whirled under their BSD License, several mirror sites formed. While they had no access to the original database, a lot of content was copied across to create a similar experience managed by the community.
The Whirled Club is the only mirror sites that is active at the moment. You can download the client here to load flash content [ https://wcmedia.xyz/client/wcclient-v1.1.2-setup.exe ].
Source: Wikipedia",[],[],3.1,8.0,1.0,0.0,0.0,2.0,2.0,,1
Anime-inspired ARPGs on Switch,Zegapain XOR,29405,0.2889295444551857,"Jul 27, 2006",,"Zegapain XOR was released in Japan on July 27, 2006. The game is similar in nature to Zone of the Enders. A mech action game, the player controls Cerebrant Toga Vital and the plot runs parallel to the events of the anime. Zegapain XOR is set on the Oceanus-class ship Dvaraka and commanded by Isola, a recurring character in the anime series. Several characters who appear in the game make brief appearances in the anime series.",Xbox 360,,,2.0,0.0,8.0,12.0,5.0,0.0,Cavia,0
Anime-inspired ARPGs on Switch,ReTux,37715,0.7529580593109131,"Jul 16, 2016",[],"ReTux is a 100% libre software and 100% libre culture action platformer loosely inspired by the Mario games, utilizing the art assets from the SuperTux project. The name ""ReTux"" is a play on the words ""redux"" and ""Tux"".
Although ReTux re-uses the art assets of SuperTux, no code from SuperTux is used in ReTux. The software portion of ReTux is entirely new, written in Python and based on the SGE Game Engine. ReTux also has several distinctions in its gameplay compared to both SuperTux and the Mario games.
More information, screenshots, videos, and downloads can be found on the official website:
http://retux.nongnu.org","['Windows PC', 'Mac', 'Linux']","['Indie', 'Platform']",,0.0,0.0,0.0,0.0,0.0,0.0,,2
Anime-inspired ARPGs on Switch,Shinkon Gattai Godannar!!,36057,0.2696861538485394,TBD,,3D Fighting game based on the anime TV series.,,Fighting,,3.0,0.0,1.0,8.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Evoland,2608,0.7398707866668701,"Apr 04, 2013","['Shiro Games', 'Playdigious']","Evoland is a game and a story. The story of action adventure gaming as seen in many popular JRPGs and action RPGs, starting from the very beginning, when a few pixels were enough to make us dream for hours. You will discover a bit of video game history and very fun gameplay, covering 20 years of adventure gaming history. 

Inspired by a wide variety of the most popular action RPGs and JRPGs, Evoland will take you from monochrome to full 3D graphics and from active time battles to real time boss fights, all with plenty of humor, and many references to legendary titles scattered along the game.","['Windows PC', 'Android', 'Mac', 'Linux', 'iOS']","['Adventure', 'Indie', 'RPG']",2.9,1100.0,10.0,228.0,71.0,103.0,65.0,,2
Anime-inspired ARPGs on Switch,Battlestone,30449,0.6605688514742031,TBD,[],Action/adventure game on iOS.,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Aveyond 1: Rhen's Quest,37046,0.738817572593689,"Jan 19, 2006",['Aveyond Studios'],"Aveyond is a RPG similar in play style and appearance to 16-bit games. Multitudes of characters to interact with, a plethora of monsters and lots of side-quests litter the landscape of Aveyond. Even though the fighting is turn-based when actually in combat, the player has the ability to avoid prowling enemies before getting into a situation. Your character will level up and can even buy a house to live in, form parties to take on quests as a group. The game was created using RPG Maker XP. The original version of the game ships with Midi music; however, players can replace these with a downloadable high-quality live version.",['Windows PC'],"['Adventure', 'RPG']",3.6,14.0,0.0,3.0,1.0,4.0,1.0,,1
Anime-inspired ARPGs on Switch,Life on the Earth,39703,0.6605688514742031,TBD,[],,[],['Simulator'],,0.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Hugo Troll Race,7702,0.5633300729964806,TBD,[],Hugo races on a handcart.,[],['Racing'],,2.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Retro City Rampage DX,4085,0.7397640347480774,"Feb 05, 2014","['Vblank Entertainment', 'Vblank Entertainment, Inc.']","Open-world carjacking goes back to the '80s in this 8-BIT nostalgic throwback.
Run missions! Outrun the law! Rampage the city with weapons, power-ups and vehicles.
This send-up to '80s and '90s video games and pop-culture includes both a full Story Mode of open-world adventure as well as an Arcade Mode for quick pick-up-and-play action. If that's not enough, it also packs an interactive city full of shops, minigames, customizations, collectibles, special guest stars, and more.","['Windows PC', 'Android', 'Mac', 'Linux', 'PlayStation 4', 'iOS', 'PlayStation 3', 'Wii', 'Nintendo 3DS', 'PlayStation Vita', 'Nintendo Switch', 'PlayStation Portable']","['Adventure', 'Arcade', 'Indie', 'Racing', 'Shooter']",2.9,507.0,4.0,172.0,50.0,52.0,16.0,,1
Anime-inspired ARPGs on Switch,On Bees,20234,0.5633300729964806,"May 15, 2015",['Maddox Pratt'],,['Web browser'],[],,1.0,0.0,1.0,0.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Rock On,38644,0.5567758721664242,"Sep 22, 1989",[],Rock On is a classic shoot em up game.,['TurboGrafx-16/PC Engine'],['Shooter'],,2.0,0.0,4.0,0.0,2.0,0.0,,0
Anime-inspired ARPGs on Switch,Dog Show Friends,14968,0.5289013382113751,TBD,['4mm Games'],A game based on The National Dog Show broadcast on NBC,['Web browser'],['Simulator'],,1.0,0.0,0.0,0.0,1.0,0.0,,0
Anime-inspired ARPGs on Switch,Turn on the Light,33565,0.5289013382113751,"Jul 07, 2020",[],Turn On The Light is a minimalist puzzle game.,"['Windows PC', 'Linux']",['Indie'],,2.0,0.0,0.0,0.0,0.0,0.0,,0
Anime-inspired ARPGs on Switch,Anime Freak FX Vol. 3,15624,0.2736097013320002,TBD,,Anime Freak FX Vol. 3,,Adventure,,2.0,0.0,0.0,0.0,2.0,0.0,,1
Anime-inspired ARPGs on Switch,Crazy Sue goes on,13348,0.5226121189883263,"Oct 01, 1992",[],,['Amiga'],['Platform'],,1.0,0.0,0.0,0.0,2.0,0.0,,0
Anime-inspired ARPGs on Switch,AstroRock,31837,0.5226121189883263,TBD,[],A music focused take on the classic Asteroids,[],[],,1.0,0.0,0.0,0.0,0.0,0.0,,1
Anime-inspired ARPGs on Switch,Anime Freak FX Vol. 4,33604,0.2736097013320002,TBD,,Anime Freak FX Vol. 4,,Adventure,,2.0,0.0,0.0,0.0,1.0,0.0,,3
Anime-inspired ARPGs on Switch,Marble Marcher,23075,0.7378242015838623,"Jan 01, 2019",['CodeParade'],"Marble Marcher is entirely ray-marched (similar to ray-tracing) in real time and is played on the surface of evolving fractals. The goal is to get your marble to the goal as quickly as possible. There are 24 unique levels to master. 

This game is the result of a fractal physics engine developed by CodeParade that allows fast collisions with fractals and other procedurally rendered objects. As far as I'm aware, it is the first game to ever use this technique. 

The game is also open source: https://github.com/HackerPoet/MarbleMarcher",['Windows PC'],"['Platform', 'Racing']",2.8,13.0,0.0,2.0,3.0,6.0,1.0,,0
Anime-inspired ARPGs on Switch,XCOM: Enemy Within,2646,0.7434632778167725,"Nov 12, 2013","['Feral Interactive', 'Firaxis Games']","XCOM: Enemy Within is a non-console expansion pack for XCOM: Enemy Unknown, a turn-based tactical strategy game. The expansion adds the ability to gene mod soldiers to add to their powers as well as the ability to create MECs, powerful robotic soldiers. These new features are created by collecting a resource called Meld on the tactical battlefield. A number of new maps were also added to the tactical game, as well as multiplayer. The PC version of Enemy Within is an add-on that requires the base game Enemy Unknown. The Console version of Enemy Within is a standalone expansion that does not require the base game Enemy Unknown.","['Windows PC', 'Mac', 'Linux', 'iOS']","['Strategy', 'Turn Based Strategy']",4.1,865.0,12.0,184.0,64.0,79.0,31.0,,0
