Query,Title,ID,BM25 Score,SBERT Score
aaa game,super stupid game,14779,7.993955313738384,0.0
aaa game,stcc 2: the game,37212,8.044605935216703,0.0
aaa game,game & watch helmet,16215,8.046143074730747,0.0
aaa game,game & watch vermin,11455,8.046143074730747,0.0
aaa game,game & watch flagman,9383,8.046143074730747,0.0
aaa game,a game with a kitty,17916,8.10281411594742,0.0
aaa game,futurama: game of drones,14572,8.10281411594742,0.0
aaa game,game tengoku,19188,8.162630569965783,0.0
aaa game,khumba: the game,36692,8.716222144089635,0.0
aaa game,counter-strike nexon: studio - zombies: oz's trio,17675,0.0,0.3839804232120514
aaa game,heroes of the dungeon,29620,0.0,0.38560688495635986
aaa game,digger - classic arcade game,28519,0.0,0.3863787055015564
aaa game,the game,35685,0.0,0.40585047006607056
aaa game,mahjong,19704,0.0,0.40591126680374146
aaa game,final fantasy: unlimited with u,14911,0.0,0.4076717495918274
aaa game,zombie pixel zombie,25745,0.0,0.40923410654067993
aaa game,the wild life - the game,29607,0.0,0.41387611627578735
aaa game,battlestone,30449,0.0,0.41698288917541504
aaa game,global arcade classics,32817,0.0,0.41944175958633423
aaa game,untitled fromsoftware game,28969,0.0,0.4219405949115753
aaa game,after dark games,35861,0.0,0.42660319805145264
aaa game,team,23630,0.0,0.4325103759765625
aaa game,petz: hamsterz superstarz,13425,0.0,0.4045809507369995
aaa game,tequila zombies 2,23566,0.0,0.4336298108100891
aaa game,fireball,37560,0.0,0.43638238310813904
aaa game,sportball challenge,32065,0.0,0.43689918518066406
aaa game,crystal fantasy,17045,0.0,0.4472154974937439
aaa game,madden 2004,40381,0.0,0.44825199246406555
aaa game,nba,25666,0.0,0.45854300260543823
aaa game,winning eleven 2007,22083,0.0,0.46235084533691406
aaa game,the game 15,27977,0.0,0.4712003171443939
aaa game,tales of windy land,36722,0.0,0.47147995233535767
aaa game,megaball,34565,0.0,0.48311948776245117
aaa game,annoying ball game,21689,7.5605152236719215,0.0
aaa game,cool army games for kids 6 year old and under boys,36926,0.0,0.43432119488716125
aaa game,usotsuki game,22598,12.46836752810577,0.0
aaa game,board games gallery (10 games),38927,0.0,0.40284329652786255
aaa game,dragon ball z,17296,0.0,0.4013445973396301
aaa game,discsphere,27137,0.0,0.3865833580493927
aaa game,untitled visceral star wars game,13578,0.0,0.38731229305267334
aaa game,club football 2005,35223,0.0,0.3874397873878479
aaa game,hardball 4,25280,0.0,0.38791564106941223
aaa game,pettson's inventions,31306,0.0,0.38814955949783325
aaa game,tagap: the apocalyptic game about penguins,27981,0.0,0.3887523412704468
aaa game,game chest: board games,31197,0.0,0.3896734118461609
aaa game,"ed, edd n eddy: the mis-edventures - midway promotional game",10945,0.0,0.3915277123451233
aaa game,oblivion,37811,0.0,0.39346209168434143
aaa game,prontis,21446,0.0,0.3937484622001648
aaa game,hero emblem 2,23543,0.0,0.40152186155319214
aaa game,dont play this game.exe,36903,0.0,0.394931823015213
aaa game,2034: a.c. (after canada) ii,23624,0.0,0.39611750841140747
aaa game,the lost dollar,28646,0.0,0.396436870098114
aaa game,global champion,10593,0.0,0.39704447984695435
aaa game,popeye arcade game,40959,0.0,0.3973948061466217
aaa game,alice's tea cup madness,17091,0.0,0.39741015434265137
aaa game,family game night fun pack,31768,0.0,0.39802905917167664
aaa game,gutterball 2,9058,0.0,0.3986004590988159
aaa game,aliens rpg,34404,0.0,0.4008585810661316
aaa game,inside pitch 2003,13028,0.0,0.4011729657649994
aaa game,egyptian ball,27325,0.0,0.40131711959838867
aaa game,unbeknown,31281,0.0,0.3959156274795532
aaa game,h2o: a diabolic game,18005,12.533689805258417,0.0
aaa game,star defender 2,31048,0.0,0.3852575421333313
aaa game,stealth inc. 2: a game of clones deluxe,40184,0.0,0.3712148070335388
aaa game,game factory,28042,7.4270326018828134,0.0
aaa game,game tycoon 1.5,20254,7.419236244128452,0.0
aaa game,game de hakken!! tamagotchi: osutchi & mesutchi,34650,7.417482616657681,0.0
aaa game,a game of concentration,12634,7.414009398402888,0.0
aaa game,hole digging game,3674,7.382873363992547,0.0
aaa game,happy game,6534,7.382873363992547,0.0
aaa game,pizza game,8315,7.382873363992547,0.0
aaa game,r.i.p.d.: the game,8871,7.382873363992547,0.0
aaa game,voya nui online game,9875,7.382873363992547,0.0
aaa game,the higher lower game,24082,7.429096463623968,0.0
aaa game,prodigy math game,10501,7.382873363992547,0.0
aaa game,a game of changes,15616,7.382873363992547,0.0
aaa game,the wiki game,20324,7.382873363992547,0.0
aaa game,superhero fight,31848,0.0,0.36320826411247253
aaa game,carmen sandiego's think quick challenge,27684,0.0,0.3623628616333008
aaa game,aphelion episode two: wings of omega,22669,0.0,0.3620668053627014
aaa game,no fear: dangerous sports pinball,39360,0.0,0.3620496988296509
aaa game,game party,26308,7.569859111765744,0.0
aaa game,speedrun the game,40020,7.58425159028821,0.0
aaa game,beowulf: the game,30494,7.5855737637362415,0.0
aaa game,clay game,12520,7.382873363992547,0.0
aaa game,upgrade the game,8400,7.436215063444705,0.0
aaa game,valentino rossi: the game,24916,7.440331557290744,0.0
aaa game,game room,6583,7.444828144875795,0.0
aaa game,jackass: the game,3808,7.552637517194374,0.0
aaa game,2999 game kids,40799,7.545861630639525,0.0
aaa game,ascension: deckbuilding game,38592,7.537965577277424,0.0
aaa game,football game,5918,7.522862406607228,0.0
aaa game,game boy gallery,34366,7.51830558491492,0.0
aaa game,duck game,1811,7.51678235315469,0.0
aaa game,ribby: the game,40277,7.51678235315469,0.0
aaa game,the astonishing game,24271,7.51508733560284,0.0
aaa game,crab game,1412,7.511121222898842,0.0
aaa game,game party 3,7342,7.495692820924913,0.0
aaa game,lost game,23280,7.478139077816877,0.0
aaa game,lamia's game room,17611,7.472917116559488,0.0
aaa game,the game of life: dx jinsei game,14025,7.471789603233806,0.0
aaa game,plummet challenge game,39555,7.471660698111565,0.0
aaa game,game & wario,5118,7.461232550989658,0.0
aaa game,cat game!,16120,7.458667188742251,0.0
aaa game,the black glove,30330,0.0,0.3715248703956604
aaa game,game tycoon,13216,7.456740074219716,0.0
aaa game,banshees: the game,39261,7.456225857102013,0.0
aaa game,untitled goose game,488,7.451684406407045,0.0
aaa game,another pokémon game,1540,7.445517420962414,0.0
aaa game,game boy wars 2,30860,7.585914666190168,0.0
aaa game,rwby deckbuilding game,27554,7.605822173856765,0.0
aaa game,loathe the game,32642,7.458667188742251,0.0
aaa game,arma 4,15371,0.0,0.35834163427352905
aaa game,triennale game collection,15530,7.747716387285799,0.0
aaa game,bounty game,22678,7.777835962140467,0.0
aaa game,game no kanzume otokuyou,37120,7.7876752239316955,0.0
aaa game,dcl: the game,14375,7.8101378467121805,0.0
aaa game,escape game,21140,7.885574088162825,0.0
aaa game,the quarter game,17048,7.885574088162825,0.0
aaa game,game tycoon 2,7480,7.917097727848563,0.0
aaa game,that smiling game,35394,7.931502483513225,0.0
aaa game,bigfield 2042,10148,15.699160438212456,0.0
aaa game,ousama game,24817,14.083025382112671,0.0
aaa game,"walden, a game",26904,13.16336699869179,0.0
aaa game,lawnmower game,27621,12.872469220556795,0.0
aaa game,best game eu,21193,7.382873363992547,0.0
aaa game,bonesaw: the game,21410,7.382873363992547,0.0
aaa game,jonah: a veggietales game,25238,7.382873363992547,0.0
aaa game,just a game,25627,7.382873363992547,0.0
aaa game,x+x the game,26316,7.382873363992547,0.0
aaa game,vote: the game,26458,7.6157280731929315,0.0
aaa game,pancake: the game,29652,0.0,0.370339959859848
aaa game,sword of chaos,37473,0.0,0.36983394622802734
aaa game,project gungame,38121,0.0,0.3697335720062256
aaa game,legendary eleven: epic football,18929,0.0,0.36799943447113037
aaa game,the entire screen of one game,24922,0.0,0.3679855465888977
aaa game,korwin the game,11019,7.72422794340233,0.0
aaa game,power balls,37614,0.0,0.3677516579627991
aaa game,rubik's games,23201,0.0,0.36722853779792786
aaa game,ant smasher pro by best cool & fun games,35090,0.0,0.3672146201133728
aaa game,fifa for switch,7988,0.0,0.36512669920921326
aaa game,blip football,36815,0.0,0.3646346926689148
aaa game,snipers vs thieves,28823,0.0,0.36453089118003845
aaa game,tv pinball,32311,0.0,0.36375293135643005
aaa game,galaxy balls,21879,0.0,0.3672736883163452
aaa game,peer gynt the game,21754,7.713365118248614,0.0
aaa game,distorted travesty 3: saved game,5869,12.697930517731725,0.0
aaa game,game boy camera,9589,7.645046274204056,0.0
aaa game,arkanoid 2000,35624,0.0,0.3587406277656555
aaa game,alienate!: a trivia game,23552,7.666203571062807,0.0
aaa game,gundam conquest v,32659,0.0,0.3593752384185791
aaa game,alpha squad,25220,0.0,0.37039661407470703
aaa game,coup,37396,0.0,0.3596007227897644
aaa game,solitaire,7553,0.0,0.35884296894073486
aaa game,srx: the game,18989,7.629842608774923,0.0
aaa game,animaniacs game pack,22248,7.629842608774923,0.0
aaa game,dawn of zombies: survival,27270,0.0,0.3616887927055359
aaa game,x-com: em@il games,29490,0.0,0.3613218665122986
aaa game,hotel transylvania 2: the game,40569,0.0,0.3612753748893738
anime inspired arpgs nintendo switch,super princess peach: parasol fall,14347,0.0,0.45090341567993164
anime inspired arpgs nintendo switch,flipnote studio,4737,6.537849512467451,0.0
anime inspired arpgs nintendo switch,ultimate anime jigsaw puzzle,32785,6.826488276374588,0.0
anime inspired arpgs nintendo switch,super smash bros. for nintendo 3ds,510,6.850542296311048,0.0
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - caped escape,15887,0.0,0.40426740050315857
anime inspired arpgs nintendo switch,picross s,5582,6.875068323179857,0.0
anime inspired arpgs nintendo switch,nintendo presents: new style boutique 2 - fashion forward,22208,6.911953235074012,0.0
anime inspired arpgs nintendo switch,nintendo mini classics: zelda,35469,6.915684518061117,0.0
anime inspired arpgs nintendo switch,diamond dash,19498,6.940202771541641,0.0
anime inspired arpgs nintendo switch,pikmin 3 deluxe,1284,7.0606630509695085,0.0
anime inspired arpgs nintendo switch,wordjong arcade,32892,7.198849509838543,0.0
anime inspired arpgs nintendo switch,loot box simulator: rpg anime girls,24324,7.317142014439666,0.0
anime inspired arpgs nintendo switch,the elder scrolls v: skyrim switch,3512,7.3349489643199535,0.0
anime inspired arpgs nintendo switch,switch - black & white,19988,7.490406282558681,0.0
anime inspired arpgs nintendo switch,fifa for switch,7988,7.490406282558681,0.0
anime inspired arpgs nintendo switch,bang dream! girls band party! for nintendo switch,40084,7.656070139808641,0.0
anime inspired arpgs nintendo switch,seasons of heaven,11803,7.658336320430165,0.0
anime inspired arpgs nintendo switch,super mario bros. / tetris / nintendo world cup,33965,7.717512321490655,0.0
anime inspired arpgs nintendo switch,supercharged robot vulkaiser,8106,7.722649234557996,0.0
anime inspired arpgs nintendo switch,nintendo campus challenge,28446,7.885847121260088,0.0
anime inspired arpgs nintendo switch,mario kart live: home circuit - luigi version,18588,7.929427471869474,0.0
anime inspired arpgs nintendo switch,pixel puzzles: illustrations & anime,15581,7.952098694171881,0.0
anime inspired arpgs nintendo switch,anime freak fx vol. 5,15540,7.952098694171881,0.0
anime inspired arpgs nintendo switch,color switch - jump and switch,36795,7.093452471337353,0.0
anime inspired arpgs nintendo switch,mario party superstars,471,6.492513474569275,0.0
anime inspired arpgs nintendo switch,swapdoodle,24828,0.0,0.4818744659423828
anime inspired arpgs nintendo switch,yo-kai watch: busters,20608,0.0,0.500799298286438
anime inspired arpgs nintendo switch,mario party 7: bowser's lair hockey,8641,0.0,0.4495302438735962
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - puzzling pipe maze,34829,0.0,0.44614654779434204
anime inspired arpgs nintendo switch,game boy camera,9589,0.0,0.44513389468193054
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - a towering tour,15886,0.0,0.44335150718688965
anime inspired arpgs nintendo switch,nes classic edition,17717,0.0,0.4426945447921753
anime inspired arpgs nintendo switch,vs. super sky kid,16591,0.0,0.43869054317474365
anime inspired arpgs nintendo switch,nintendo fan network,30759,7.996894884003479,0.0
anime inspired arpgs nintendo switch,bit generations: digidrive,23043,0.0,0.43471670150756836
anime inspired arpgs nintendo switch,nose,13236,0.0,0.4326171875
anime inspired arpgs nintendo switch,warioware: d.i.y. showcase,33940,0.0,0.43151211738586426
anime inspired arpgs nintendo switch,duplicate super mario advance: super mario bros. 2,7413,0.0,0.4303207993507385
anime inspired arpgs nintendo switch,pokémon pikachu 2,31622,0.0,0.42251884937286377
anime inspired arpgs nintendo switch,master of illusion express: mind probe,31964,0.0,0.4203321933746338
anime inspired arpgs nintendo switch,pokédex 3d,7584,0.0,0.41595882177352905
anime inspired arpgs nintendo switch,chou soujuu mecha mg,23093,0.0,0.4154127836227417
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - rich with ropes,30383,0.0,0.41437625885009766
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - ice cubed,35707,0.0,0.4135364294052124
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - swinging bars of doom,17128,0.0,0.41187673807144165
anime inspired arpgs nintendo switch,master of illusion express: shuffle games,30367,0.0,0.41015851497650146
anime inspired arpgs nintendo switch,luigi's mansion arcade,27356,0.0,0.4095260798931122
anime inspired arpgs nintendo switch,rhythm tengoku: the best plus,28664,0.0,0.4051477015018463
anime inspired arpgs nintendo switch,art style: aquite,29865,0.0,0.45820122957229614
anime inspired arpgs nintendo switch,game & watch mario's cement factory,15020,0.0,0.47368741035461426
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - the ol' switcheroo,25819,0.0,0.5216121673583984
anime inspired arpgs nintendo switch,my nintendo picross: the legend of zelda twilight princess,4015,8.11036470873185,0.0
anime inspired arpgs nintendo switch,animal rivals: nintendo switch edition,13650,11.144045078511548,0.0
anime inspired arpgs nintendo switch,splatood,35822,8.15775838612589,0.0
anime inspired arpgs nintendo switch,tetra for nintendo switch: international edition,35632,11.847399887512447,0.0
anime inspired arpgs nintendo switch,russian anime,37751,12.951695491243294,0.0
anime inspired arpgs nintendo switch,nintendo countdown calendar,5750,12.85620378525964,0.0
anime inspired arpgs nintendo switch,animal,10518,12.75237317595508,0.0
anime inspired arpgs nintendo switch,angerforce: reloaded for nintendo switch,15903,13.822188416113113,0.0
anime inspired arpgs nintendo switch,minecraft: nintendo switch edition,5756,13.822188416113113,0.0
anime inspired arpgs nintendo switch,nintendo world championships 1990,7442,14.06607418901088,0.0
anime inspired arpgs nintendo switch,nintendo powerfest '94,14604,14.379316060125364,0.0
anime inspired arpgs nintendo switch,nintendo badge arcade,6451,14.493949356659222,0.0
anime inspired arpgs nintendo switch,nintendo land,1411,14.506147242418658,0.0
anime inspired arpgs nintendo switch,olliolli: switch stance,17466,14.774750072288251,0.0
anime inspired arpgs nintendo switch,double switch,20262,11.702826658293668,0.0
anime inspired arpgs nintendo switch,cendrillon palika,33143,15.933802624637492,0.0
anime inspired arpgs nintendo switch,anime freak fx vol. 3,15624,16.074239125962787,0.0
anime inspired arpgs nintendo switch,70's robot anime geppy-x,20119,17.086272386618862,0.0
anime inspired arpgs nintendo switch,gunbird for nintendo switch,16163,18.134350894573746,0.0
anime inspired arpgs nintendo switch,nintendo switch sports,912,21.336131408000988,0.0
anime inspired arpgs nintendo switch,nintendo dsi instrument tuner,12048,24.516226058966595,0.0
anime inspired arpgs nintendo switch,1-2-switch,2665,25.399058585046912,0.0
anime inspired arpgs nintendo switch,fuze4 nintendo switch,8443,27.08517747355882,0.0
anime inspired arpgs nintendo switch,bingo for nintendo switch,26294,27.134633166219338,0.0
anime inspired arpgs nintendo switch,nintendo 3ds guide: louvre,13212,12.656665810858424,0.0
anime inspired arpgs nintendo switch,switch 'n' shoot,38451,12.053191512771065,0.0
anime inspired arpgs nintendo switch,game & watch flagman,9383,0.0,0.402557909488678
anime inspired arpgs nintendo switch,anime freak fx vol. 4,33604,16.074239125962787,0.0
anime inspired arpgs nintendo switch,nintendo mini classics: octopus,39584,8.130370963701106,0.0
anime inspired arpgs nintendo switch,amiibo tap: nintendo's greatest bits,40839,11.683680970359788,0.0
anime inspired arpgs nintendo switch,nintendo labo variety kit software,23036,11.527944786256233,0.0
anime inspired arpgs nintendo switch,nintendo world cup,8063,8.48973292748598,0.0
anime inspired arpgs nintendo switch,mario kart 8 deluxe + super mario party double pack,31711,8.555571702584873,0.0
anime inspired arpgs nintendo switch,heaventaker,12605,8.577545374940795,0.0
anime inspired arpgs nintendo switch,mighty switch force! 2,9396,8.621979821282663,0.0
anime inspired arpgs nintendo switch,anime music quiz,5150,8.667445073418284,0.0
anime inspired arpgs nintendo switch,tsunami 2265,40296,8.940248106382969,0.0
anime inspired arpgs nintendo switch,mighty switch force!,4936,9.064281763856824,0.0
anime inspired arpgs nintendo switch,anime studio story,13986,9.1235445783791,0.0
anime inspired arpgs nintendo switch,anime studio simulator,23151,9.183559705890138,0.0
anime inspired arpgs nintendo switch,nintendo labo: toy-con 03 - vehicle kit,12453,9.457898841809575,0.0
anime inspired arpgs nintendo switch,nintendo labo: toy-con 04 - vr kit,18390,9.707262270456521,0.0
anime inspired arpgs nintendo switch,nintendo labo vehicle kit software,22425,11.527944786256233,0.0
anime inspired arpgs nintendo switch,new super mario bros. u deluxe,1199,10.100913371673409,0.0
anime inspired arpgs nintendo switch,vroom in the night sky,20398,10.182952241462528,0.0
anime inspired arpgs nintendo switch,nintendo campus challenge 1992,34881,10.250748422552359,0.0
anime inspired arpgs nintendo switch,dr kawashima's brain training for nintendo switch,12404,10.407122338661464,0.0
anime inspired arpgs nintendo switch,dies irae: amantes amentes for nintendo switch,30881,10.601508218883128,0.0
anime inspired arpgs nintendo switch,nintendo letter box,26791,10.89323580638495,0.0
anime inspired arpgs nintendo switch,puzzle & dragons nintendo switch edition,18054,11.144045078511548,0.0
anime inspired arpgs nintendo switch,farming simulator: nintendo switch edition,17458,11.144045078511548,0.0
anime inspired arpgs nintendo switch,l.a. noire for the nintendo switch,5533,11.170951594321012,0.0
anime inspired arpgs nintendo switch,switch galaxy,26367,11.324565608520846,0.0
anime inspired arpgs nintendo switch,kill.switch,14239,11.324565608520846,0.0
anime inspired arpgs nintendo switch,press-switch,12488,11.48085092101824,0.0
anime inspired arpgs nintendo switch,layers of fear: legacy,23125,10.182952241462528,0.0
anime inspired arpgs nintendo switch,x-scape,16047,0.0,0.4021022915840149
anime inspired arpgs nintendo switch,don't starve: nintendo switch edition,9391,11.585236579999767,0.0
anime inspired arpgs nintendo switch,famicom mukashibanashi: yuuyuuki - zenpen,30656,0.0,0.39853039383888245
anime inspired arpgs nintendo switch,koopa troopa forest,25530,0.0,0.3713361620903015
anime inspired arpgs nintendo switch,trade & battle: card hero,32102,0.0,0.3723388910293579
anime inspired arpgs nintendo switch,astral chain,532,0.0,0.3730317950248718
anime inspired arpgs nintendo switch,tetris attack,4182,0.0,0.40091437101364136
anime inspired arpgs nintendo switch,flash focus: vision training in minutes a day,6568,0.0,0.3753087520599365
anime inspired arpgs nintendo switch,mario sports superstars,32515,0.0,0.3762727975845337
anime inspired arpgs nintendo switch,yoshi's crafted world,2460,0.0,0.3766699731349945
anime inspired arpgs nintendo switch,vs. mahjong,26106,0.0,0.37728404998779297
anime inspired arpgs nintendo switch,game & watch collection,28325,0.0,0.3773421347141266
anime inspired arpgs nintendo switch,famicom mini: ganbare goemon! - karakuri douchuu,37430,0.0,0.3777240216732025
anime inspired arpgs nintendo switch,master of illusion express: deep psyche,24180,0.0,0.37800994515419006
anime inspired arpgs nintendo switch,sakura samurai: art of the sword,28375,0.0,0.3781091570854187
anime inspired arpgs nintendo switch,white-water domo,40666,0.0,0.380576491355896
anime inspired arpgs nintendo switch,ar games,25456,0.0,0.38114237785339355
anime inspired arpgs nintendo switch,game & watch helmet,16215,0.0,0.37074214220046997
anime inspired arpgs nintendo switch,poképark 2: wonders beyond,2247,0.0,0.38139820098876953
anime inspired arpgs nintendo switch,new super mario bros. u deluxe: spot the difference,28110,0.0,0.3824898600578308
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - a musical trek,33689,0.0,0.38337838649749756
anime inspired arpgs nintendo switch,animal crossing,1205,0.0,0.3869994580745697
anime inspired arpgs nintendo switch,mario artist: talent studio,32591,0.0,0.38731715083122253
anime inspired arpgs nintendo switch,mario & sonic at the olympic games,1657,0.0,0.3883647918701172
anime inspired arpgs nintendo switch,disney art academy,40637,0.0,0.3885840177536011
anime inspired arpgs nintendo switch,picturebook games: the royal bluff,36341,0.0,0.3898874521255493
anime inspired arpgs nintendo switch,tokyo crash mobs,16002,0.0,0.39004015922546387
anime inspired arpgs nintendo switch,game & watch ball,30929,0.0,0.3902254104614258
anime inspired arpgs nintendo switch,tetris ds,3109,0.0,0.3909316658973694
anime inspired arpgs nintendo switch,warioware gold,1494,0.0,0.39159128069877625
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - airship's revenge,15321,0.0,0.3920217454433441
anime inspired arpgs nintendo switch,"freakyforms deluxe: your creations, alive!",12810,0.0,0.3925527334213257
anime inspired arpgs nintendo switch,flipnote studio 3d,27836,0.0,0.39256149530410767
anime inspired arpgs nintendo switch,art style: rotozoa,17669,0.0,0.3817368745803833
anime inspired arpgs nintendo switch,warioware: twisted!,2521,0.0,0.39258500933647156
anime inspired arpgs nintendo switch,mario kart arcade gp,4694,0.0,0.370479553937912
anime inspired arpgs nintendo switch,dance dance revolution mario mix,2720,0.0,0.36963486671447754
anime inspired arpgs nintendo switch,fire emblem (tentative title),23602,6.401951455647549,0.0
anime inspired arpgs nintendo switch,splatoon 2: version 2.0.0,22568,6.401951455647549,0.0
anime inspired arpgs nintendo switch,fire emblem engage: divine edition,22281,6.401951455647549,0.0
anime inspired arpgs nintendo switch,mario kart 8 deluxe: booster course pass,18100,6.401951455647549,0.0
anime inspired arpgs nintendo switch,mario kart 8 deluxe: booster course pass - wave 6,17268,6.401951455647549,0.0
anime inspired arpgs nintendo switch,splatoon 3: side order,12629,6.401951455647549,0.0
anime inspired arpgs nintendo switch,super mario odyssey: balloon world,7817,6.401951455647549,0.0
anime inspired arpgs nintendo switch,jump rope challenge,5496,6.401951455647549,0.0
anime inspired arpgs nintendo switch,tokyo mirage sessions #fe encore,2678,6.401951455647549,0.0
anime inspired arpgs nintendo switch,splatoon 2: octo expansion,1942,6.401951455647549,0.0
anime inspired arpgs nintendo switch,super mario party,1046,6.401951455647549,0.0
anime inspired arpgs nintendo switch,pikmin 4,856,6.401951455647549,0.0
anime inspired arpgs nintendo switch,super mario maker 2,661,6.401951455647549,0.0
anime inspired arpgs nintendo switch,kirby’s return to dream land deluxe,494,6.401951455647549,0.0
anime inspired arpgs nintendo switch,project gaiaray,40056,0.0,0.3704488277435303
anime inspired arpgs nintendo switch,splatoon 3,144,6.401951455647549,0.0
anime inspired arpgs nintendo switch,the legend of zelda: tears of the kingdom,7,6.401951455647549,0.0
anime inspired arpgs nintendo switch,big brain academy: brain vs. brain,7032,6.430198481466137,0.0
anime inspired arpgs nintendo switch,game builder garage,27725,6.438181635185409,0.0
anime inspired arpgs nintendo switch,splatoon 2 + splatoon 2 octo expansion bundle,36550,6.462896976028927,0.0
anime inspired arpgs nintendo switch,freshly-picked tingle's rosy rupeeland,4205,0.0,0.3655239939689636
anime inspired arpgs nintendo switch,i am a teacher: super mario sweater,9070,0.0,0.36608707904815674
anime inspired arpgs nintendo switch,dragon hopper,17571,0.0,0.3661057651042938
anime inspired arpgs nintendo switch,pokémon box: ruby & sapphire,16812,0.0,0.36613860726356506
anime inspired arpgs nintendo switch,donkey kong country returns 3d,2193,0.0,0.366152286529541
anime inspired arpgs nintendo switch,brain age express: arts & letters,11206,0.0,0.36716097593307495
anime inspired arpgs nintendo switch,yume koujou: doki-doki panic,5917,0.0,0.3680243492126465
anime inspired arpgs nintendo switch,warioware: get it together!,752,0.0,0.36878418922424316
anime inspired arpgs nintendo switch,ketzal's corridors,29928,0.0,0.36937350034713745
anime inspired arpgs nintendo switch,osu! tatakae! ouendan,4008,0.0,0.36940568685531616
anime inspired arpgs nintendo switch,super mario odyssey,21,6.401951455647549,0.0
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - bombarded by bob-ombs,40220,0.0,0.39357858896255493
anime inspired arpgs nintendo switch,super mario advance 4: super mario bros. 3-e - wild ride in the sky,31957,0.0,0.43015289306640625
anime inspired arpgs nintendo switch,super mario maker,1106,0.0,0.3974995017051697
anime inspired arpgs nintendo switch,snoopy,32260,0.0,0.3970561623573303
anime inspired arpgs nintendo switch,nes remix pack,11786,0.0,0.39645376801490784
anime inspired arpgs nintendo switch,famicom mini: hikari shinwa - palutena no kagami,29805,0.0,0.3953273296356201
anime inspired arpgs nintendo switch,mario & wario,17559,0.0,0.39507782459259033
assassin creed,assassin's creed unity: dead kings,11131,8.584379402163211,0.0
assassin creed,black dawn,32808,0.0,0.41240012645721436
assassin creed,killing floor 2: deluxe edition,27206,0.0,0.4134504795074463
assassin creed,dead by daylight: nicolas cage,38987,0.0,0.4136863350868225
assassin creed,alpha squad,25220,0.0,0.4152079224586487
assassin creed,star sword,8669,0.0,0.4162530303001404
assassin creed,battle of heroes: land of immortals,30324,0.0,0.41646337509155273
assassin creed,cradle of rome 2 hd,34234,0.0,0.4170522093772888
assassin creed,combat ace,33637,0.0,0.417166143655777
assassin creed,streets of red: devil's dare,19991,0.0,0.4190707206726074
assassin creed,aliens rpg,34404,0.0,0.4202151596546173
assassin creed,world war ii: prisoner of war,37970,0.0,0.4248390793800354
