Original Query,ID,BM25 Score,SBERT Score,rating_signal,popularity_signal,recency_signal,genre_match,platform_match,Label,rating_boost,popularity_boost,recency_boost,predicted_score,Title,Genres,Platforms,Rating,Release_Date
AAA games,809,12.271279380097514,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,10045,12.271279380097514,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,12169,12.271279380097514,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,27699,12.271279380097514,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,14182,9.423068703316572,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,20696,9.006933071946248,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,12156,8.936484603208816,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,9546,8.81064802403199,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,36692,8.716222144089635,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,Khumba: The Game,Platform,,,TBD
AAA games,31395,8.598684049139198,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,13604,8.598684049139198,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,31498,8.561190342507174,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,37100,8.548557019215373,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,34134,8.409374669834765,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,11020,8.32490826389022,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,32424,8.196982111407735,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,19188,8.162630569965783,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,14572,8.10281411594742,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,16215,8.046143074730747,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,11455,8.046143074730747,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,9383,8.046143074730747,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,37212,8.044605935216703,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,14779,7.993955313738384,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,19403,7.984063204451829,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,32131,7.956000590719332,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,7480,7.917097727848563,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,21140,7.885574088162825,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,17048,7.885574088162825,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,14375,7.81013784671218,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,37120,7.787675223931695,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,22678,7.777835962140467,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,15530,7.747716387285799,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,11019,7.72422794340233,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,21754,7.713365118248614,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,23552,7.666203571062807,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,9589,7.645046274204056,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,18989,7.629842608774923,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,22248,7.629842608774923,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,26458,7.6157280731929315,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,27554,7.605822173856765,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,30860,7.585914666190168,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,30494,7.5855737637362415,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,40020,7.58425159028821,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,26308,7.569859111765744,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,16249,7.5605152236719215,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,21689,7.5605152236719215,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,3808,7.552637517194374,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,40799,7.545861630639525,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,38592,7.537965577277424,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,5918,7.522862406607228,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,34366,7.51830558491492,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,1811,7.51678235315469,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,40277,7.51678235315469,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,24271,7.51508733560284,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,1412,7.511121222898842,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,7342,7.495692820924913,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,23280,7.478139077816877,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,17611,7.472917116559488,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,14025,7.471789603233806,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,39555,7.471660698111565,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,5118,7.461232550989658,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,16120,7.458667188742251,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,32642,7.458667188742251,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,13216,7.456740074219716,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,39261,7.456225857102013,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,488,7.451684406407045,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,1540,7.445517420962414,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,24916,7.440331557290744,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,8400,7.436215063444705,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,24082,7.429096463623968,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,28042,7.427032601882813,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,20254,7.419236244128452,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,34650,7.417482616657681,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,12634,7.414009398402888,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,3674,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,6534,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,8315,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,8871,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,9875,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,10501,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,15616,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
AAA games,20324,7.382873363992547,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,23151,9.183559705890138,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1.093022601158963,Anime Studio Simulator,Indie | Simulator,Windows PC | Mac | Linux,2.0,"Nov 02, 2016"
Anime-inspired ARPGs on Switch,24324,7.317142014439666,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.8899611030569712,Loot Box Simulator: RPG Anime Girls,Arcade | Card & Board Game | Puzzle | Simulator,Nintendo Switch,,"Oct 13, 2022"
Anime-inspired ARPGs on Switch,20119,17.086272386618862,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7949467681224903,70's Robot Anime Geppy-X,,PlayStation,4.2,"May 27, 1999"
Anime-inspired ARPGs on Switch,5150,8.667445073418284,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7201730439173235,Anime Music Quiz,Music | Quiz/Trivia,Web browser,2.9,"Dec 31, 2018"
Anime-inspired ARPGs on Switch,10518,12.75237317595508,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7171352385282964,Animal,Adventure,PC DOS,,"Dec 31, 1997"
Anime-inspired ARPGs on Switch,26294,27.13463316621933,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Bingo for Nintendo Switch,Puzzle,Nintendo Switch,,"Mar 15, 2018"
Anime-inspired ARPGs on Switch,8106,7.722649234557996,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,Supercharged Robot Vulkaiser,Indie,Windows PC | Linux,3.2,"Jun 04, 2015"
Anime-inspired ARPGs on Switch,14604,14.379316060125364,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.5627626168936,Nintendo PowerFest '94,[],['SNES'],,"Dec 31, 1994"
Anime-inspired ARPGs on Switch,3109,0.0,0.3909316658973694,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Tetris DS,['Puzzle'],['Nintendo DS'],4.1,"Mar 20, 2006"
Anime-inspired ARPGs on Switch,36341,0.0,0.3898874521255493,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,PictureBook Games: The Royal Bluff,['Quiz/Trivia'],['Nintendo DSi'],,"Sep 16, 2009"
Anime-inspired ARPGs on Switch,40637,0.0,0.3885840177536011,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Disney Art Academy,,Nintendo 3DS,3.5,"May 13, 2016"
Anime-inspired ARPGs on Switch,17669,0.0,0.3817368745803833,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Art Style: Rotozoa,['Arcade'],['Wii'],3.3,"May 28, 2010"
Anime-inspired ARPGs on Switch,4205,0.0,0.3655239939689636,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Freshly-Picked Tingle's Rosy Rupeeland,['Adventure'],['Nintendo DS'],3.4,"Sep 02, 2006"
Anime-inspired ARPGs on Switch,15903,13.822188416113113,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,AngerForce: Reloaded for Nintendo Switch,"['Adventure', 'Arcade', 'RPG', 'Shooter']",['Nintendo Switch'],,"Mar 31, 2019"
Anime-inspired ARPGs on Switch,5756,13.822188416113113,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,Minecraft: Nintendo Switch Edition,Adventure | Simulator | Strategy,Nintendo Switch,3.7,"May 11, 2017"
Anime-inspired ARPGs on Switch,40296,8.940248106382969,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.40641895703081754,Tsunami 2265,,Windows PC,,"Aug 01, 2002"
Anime-inspired ARPGs on Switch,15581,7.952098694171881,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,Pixel Puzzles: Illustrations & Anime,"['Indie', 'Puzzle']",['Windows PC'],,"Feb 23, 2021"
Anime-inspired ARPGs on Switch,38451,12.053191512771065,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.02824779973799605,Switch 'N' Shoot,"['Arcade', 'Indie', 'Shooter']","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",3.1,"Oct 17, 2016"
Anime-inspired ARPGs on Switch,35632,11.847399887512449,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.0347576330295121,Tetra for Nintendo Switch: International Edition,Adventure | Puzzle,Nintendo Switch,,"Oct 14, 2021"
Anime-inspired ARPGs on Switch,7988,7.490406282558681,0.0,0.0,0.0,,1,1,0,0,0,0,-0.37376865945390575,FIFA for Switch,[],[],,TBD
Anime-inspired ARPGs on Switch,29865,0.0,0.4582012295722961,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Art Style: AQUITE,[],['Nintendo DSi'],,"Dec 24, 2008"
Anime-inspired ARPGs on Switch,30383,0.0,0.4143762588500976,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Super Mario Advance 4: Super Mario Bros. 3-e - Rich with Ropes,[],['Game Boy Advance'],,"Dec 31, 2004"
Anime-inspired ARPGs on Switch,26367,11.324565608520846,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.44851200390893803,Switch Galaxy,['Racing'],['PlayStation 4'],,"Dec 17, 2014"
Anime-inspired ARPGs on Switch,8443,27.08517747355882,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Anime-inspired ARPGs on Switch,2665,25.399058585046912,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Anime-inspired ARPGs on Switch,12048,24.516226058966595,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Anime-inspired ARPGs on Switch,4737,6.537849512467451,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,471,6.492513474569275,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,36550,6.462896976028927,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,27725,6.438181635185409,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,7032,6.430198481466137,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,23602,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,22568,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,22281,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,18100,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,17268,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,12629,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,7817,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,5496,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,2678,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,1942,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,1046,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,856,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,661,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,494,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,144,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,7,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,21,6.401951455647549,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Anime-inspired ARPGs on Switch,16163,18.134350894573743,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,15624,16.074239125962787,0.0,0.0,0.0,,0,0,1,0,0,0,-1.2214874405764744,Anime Freak FX Vol. 3,Adventure,,,TBD
Anime-inspired ARPGs on Switch,33604,16.074239125962787,0.0,0.0,0.0,,0,0,3,0,0,0,-1.2214874405764744,Anime Freak FX Vol. 4,Adventure,,,TBD
Anime-inspired ARPGs on Switch,33143,15.933802624637492,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,17466,14.774750072288253,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,1411,14.506147242418658,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,6451,14.493949356659222,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,7442,14.06607418901088,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,37751,12.951695491243294,0.0,0.0,0.0,,0,0,1,0,0,0,-1.2214874405764744,Russian Anime,,,,TBD
Anime-inspired ARPGs on Switch,5750,12.85620378525964,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,13212,12.656665810858424,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,20262,11.702826658293668,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,40839,11.683680970359788,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,9391,11.585236579999767,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,23036,11.527944786256231,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,22425,11.527944786256231,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,12488,11.48085092101824,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,14239,11.324565608520846,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,5533,11.170951594321012,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,13650,11.144045078511548,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,18054,11.144045078511548,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,17458,11.144045078511548,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,26791,10.89323580638495,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,30881,10.601508218883128,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,12404,10.407122338661464,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,34881,10.25074842255236,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,20398,10.182952241462528,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,23125,10.182952241462528,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,1199,10.100913371673409,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,18390,9.70726227045652,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,12453,9.457898841809577,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,13986,9.1235445783791,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,4936,9.064281763856824,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,9396,8.621979821282663,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,12605,8.577545374940795,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,31711,8.555571702584873,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,8063,8.48973292748598,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,35822,8.15775838612589,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,39584,8.130370963701106,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,4015,8.11036470873185,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,30759,7.996894884003479,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,15540,7.952098694171881,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,18588,7.929427471869474,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,28446,7.885847121260088,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,33965,7.717512321490655,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,11803,7.658336320430165,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,40084,7.656070139808641,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,19988,7.490406282558681,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,3512,7.3349489643199535,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,32892,7.198849509838543,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,36795,7.093452471337353,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Anime-inspired ARPGs on Switch,1284,7.0606630509695085,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
